Date;Time of day;Physikalischer Nettoexport[MWh];Nettoexport Niederlande [MWh];Nettoexport Schweiz [MWh];Nettoexport Dänemark [MWh];Nettoexport Tschechien [MWh];Nettoexport Luxemburg [MWh];Nettoexport Schweden [MWh];Nettoexport Österreich [MWh];Nettoexport Frankreich [MWh];Nettoexport Polen [MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
11.02.18;10:00;13.650;1558;1558;2021;2671;336;150;3657;1292;1166;1.558;0;3.383;0;2.021;0;2.671;0;336;0;150;0;3.657;0;0;1.292;1.166;0
11.02.18;11:00;12.883;1308;1308;1696;2514;369;149;3544;1367;1095;1.308;0;3.575;0;1.696;0;2.514;0;369;0;149;0;3.544;0;0;1.367;1.095;0
11.02.18;12:00;12.021;1298;1298;1602;2091;320;126;3306;1255;1203;1.298;0;3.346;0;1.602;0;2.083;8;320;0;126;0;3.306;0;0;1.255;1.203;0
11.02.18;13:00;9.833;892;892;1427;2107;217;126;2932;1947;1125;892;0;2.966;0;1.427;0;2.101;6;217;0;126;0;2.932;0;0;1.947;1.125;0
11.02.18;14:00;10.984;939;939;1336;2088;259;149;3033;1976;1240;939;0;3.930;0;1.336;0;2.081;7;259;0;149;0;3.033;0;0;1.976;1.240;0
11.02.18;15:00;11.035;967;967;969;2115;306;149;3134;2048;1193;967;0;4.254;0;969;0;2.113;2;306;0;149;0;3.134;0;0;2.048;1.193;0
11.02.18;16:00;11.932;1282;1282;1511;1936;344;150;2965;1731;1106;1.282;0;4.469;0;1.511;0;1.886;50;344;0;150;0;2.965;0;0;1.731;1.106;0
11.02.18;17:00;11.873;1836;1836;1235;1770;429;150;2772;1303;1015;1.836;0;4.189;0;1.232;3;1.663;107;429;0;150;0;2.772;0;0;1.303;1.015;0
11.02.18;18:00;10.549;2276;2276;476;1845;516;127;2634;813;1176;2.276;0;3.688;0;92;384;1.668;177;516;0;0;127;2.634;0;0;813;1.176;0
11.02.18;19:00;10.320;2280;2280;705;1682;543;63;2674;762;1112;2.280;0;3.623;0;157;548;1.493;189;543;0;0;63;2.674;0;0;762;1.112;0
11.02.18;20:00;10.617;2035;2035;379;1706;439;156;2851;1288;1111;2.035;0;3.728;0;355;24;1.480;226;439;0;156;0;2.851;0;0;1.288;1.111;0
11.02.18;21:00;11.010;1852;1852;888;1903;361;124;3061;1679;1101;1.852;0;3.779;0;888;0;1.713;190;361;0;124;0;3.061;0;0;1.679;1.101;0
11.02.18;22:00;10.587;1845;1845;703;1820;427;66;2936;1597;1068;1.845;0;3.801;0;703;0;1.579;241;427;0;66;0;2.936;0;0;1.597;1.068;0
11.02.18;23:00;10.407;1766;1766;609;1820;406;66;2891;1419;1031;1.766;0;3.811;0;609;0;1.533;287;406;0;66;0;2.891;0;0;1.419;1.031;0
12.02.18;00:00;9.243;1300;1300;641;1764;345;66;2673;1320;987;1.300;0;3.361;0;641;0;1.477;287;345;0;66;0;2.673;0;0;1.320;987;0
12.02.18;01:00;8.922;1051;1051;525;1714;347;66;2611;1288;1079;1.051;0;3.367;0;525;0;1.439;275;347;0;66;0;2.611;0;0;1.288;1.079;0
12.02.18;02:00;8.563;829;829;676;1583;346;66;2369;1131;966;829;0;3.423;0;631;45;1.346;237;346;0;66;0;2.369;0;0;1.131;966;0
12.02.18;03:00;8.498;724;724;588;1553;322;66;2459;1461;990;724;0;3.743;0;588;0;1.310;243;322;0;66;0;2.459;0;0;1.461;990;0
12.02.18;04:00;9.152;747;747;635;1689;354;66;2718;1591;1155;747;0;3.915;0;582;53;1.474;215;354;0;66;0;2.718;0;0;1.591;1.155;0
12.02.18;05:00;10.199;1112;1112;747;1716;368;66;3045;1623;1279;1.112;0;3.903;0;747;0;1.509;207;368;0;66;0;3.045;0;0;1.623;1.279;0
12.02.18;06:00;10.610;1700;1700;417;2106;463;4;2675;1450;1350;1.700;0;3.489;0;394;23;2.057;49;463;0;4;0;2.675;0;0;1.450;1.350;0
12.02.18;07:00;8.819;2373;2373;647;1751;643;458;1688;289;1053;2.373;0;2.923;0;27;620;1.615;136;643;0;0;458;1.688;0;0;289;1.053;0
12.02.18;08:00;9.323;2090;2090;446;1769;594;594;1636;152;980;2.090;0;3.038;0;335;111;1.638;131;594;0;0;594;1.636;0;0;152;980;0
12.02.18;09:00;9.082;2214;2214;892;1912;590;611;1797;219;1075;2.214;0;2.740;0;330;562;1.820;92;590;0;0;611;1.797;0;0;219;1.075;0
12.02.18;10:00;9.087;1932;1932;902;1823;571;611;2174;533;1112;1.932;0;2.973;0;317;585;1.780;43;571;0;0;611;2.174;0;0;533;1.112;0
12.02.18;11:00;9.766;1983;1983;966;1833;571;611;2521;566;1120;1.983;0;3.179;0;381;585;1.803;30;571;0;0;611;2.521;0;0;566;1.120;0
12.02.18;12:00;11.161;1920;1920;1077;2100;501;611;3115;621;1252;1.920;0;3.600;0;492;585;2.099;1;501;0;0;611;3.115;0;0;621;1.252;0
12.02.18;13:00;11.304;1965;1965;1044;2036;484;611;2962;453;1222;1.965;0;3.825;0;459;585;2.036;0;484;0;0;611;2.962;0;0;453;1.222;0
12.02.18;14:00;10.865;1762;1762;969;1905;510;611;2727;380;1141;1.762;0;4.012;0;384;585;1.905;0;510;0;0;611;2.727;0;0;380;1.141;0
12.02.18;15:00;9.451;1436;1436;1062;1955;468;611;2350;657;725;1.436;0;3.909;0;477;585;1.947;8;468;0;0;611;2.350;0;0;657;725;0
12.02.18;16:00;8.231;1506;1506;690;1894;509;611;1879;813;641;1.506;0;3.788;0;101;589;1.857;37;509;0;0;611;1.879;0;0;813;641;0
12.02.18;17:00;8.409;1813;1813;756;2124;576;611;1486;547;739;1.813;0;3.449;0;84;672;2.108;16;576;0;0;611;1.486;0;0;547;739;0
12.02.18;18:00;7.549;2194;2194;944;1927;646;611;919;396;753;2.194;0;2.321;0;77;867;1.824;103;646;0;0;611;919;0;396;0;753;0
12.02.18;19:00;7.040;2385;2385;811;1726;663;611;619;724;701;2.385;0;1.802;0;47;764;1.600;126;663;0;0;611;619;0;724;0;701;0
12.02.18;20:00;7.467;1764;1764;779;1891;560;611;1126;13;823;1.764;0;2.856;0;31;748;1.785;106;560;0;0;611;1.126;0;0;13;823;0
12.02.18;21:00;8.739;2054;2054;878;1796;493;611;1890;139;714;2.054;0;3.796;0;18;860;1.590;206;493;0;0;611;1.890;0;0;139;714;0
12.02.18;22:00;9.075;2407;2407;1172;1689;659;611;1892;337;652;2.407;0;4.106;0;2;1.170;1.245;444;659;0;0;611;1.892;0;337;0;652;0
12.02.18;23:00;8.950;2199;2199;798;1698;574;576;1890;44;657;2.199;0;4.430;0;0;798;1.158;540;574;0;0;576;1.890;0;0;44;657;0
13.02.18;00:00;7.999;1585;1585;1300;1838;504;386;1879;204;677;1.585;0;4.492;0;0;1.300;1.295;543;504;0;0;386;1.879;0;0;204;677;0
13.02.18;01:00;7.993;1349;1349;1057;1624;497;304;1964;176;678;1.349;0;4.676;0;0;1.057;995;629;497;0;0;304;1.964;0;0;176;678;0
13.02.18;02:00;7.478;1225;1225;1139;1616;507;202;1703;172;592;1.225;0;4.842;0;0;1.139;869;747;507;0;0;202;1.703;0;0;172;592;0
13.02.18;03:00;6.418;1198;1198;1107;1644;495;557;1637;427;510;1.198;0;4.817;0;0;1.107;748;896;495;0;0;557;1.637;0;0;427;510;0
13.02.18;04:00;7.459;1275;1275;589;1709;480;611;1931;584;599;1.275;0;4.789;0;61;528;878;831;480;0;0;611;1.931;0;0;584;599;0
13.02.18;05:00;7.310;1526;1526;1176;1829;496;611;2026;563;613;1.526;0;4.730;0;0;1.176;1.049;780;496;0;0;611;2.026;0;0;563;613;0
13.02.18;06:00;6.039;975;975;1303;1720;522;611;1542;373;518;975;0;4.181;0;0;1.303;1.154;566;522;0;0;611;1.542;0;0;373;518;0
13.02.18;07:00;6.318;1459;1459;1201;1340;627;109;916;123;633;1.459;0;3.534;0;0;1.201;961;379;627;0;0;109;916;0;0;123;633;0
13.02.18;08:00;7.166;1455;1455;837;1447;651;482;1339;200;622;1.455;0;4.119;0;0;837;973;474;651;0;0;482;1.339;0;0;200;622;0
13.02.18;09:00;9.226;1981;1981;666;1332;719;400;1800;310;565;1.981;0;4.321;0;0;666;964;368;719;0;0;400;1.800;0;310;0;565;0
13.02.18;10:00;10.133;1755;1755;624;1142;683;439;2296;426;681;1.755;0;4.425;0;2;622;1.034;108;683;0;0;439;2.296;0;426;0;681;0
13.02.18;11:00;11.573;1722;1722;736;1346;658;418;3414;217;798;1.722;0;4.586;0;0;736;1.339;7;658;0;0;418;3.414;0;217;0;798;0
13.02.18;12:00;13.157;1464;1464;692;1634;662;53;3793;429;922;1.464;0;4.998;0;0;692;1.634;0;662;0;0;53;3.793;0;429;0;922;0
13.02.18;13:00;13.072;957;957;695;1655;632;2;3901;374;890;957;0;5.352;0;2;693;1.655;0;632;0;2;0;3.901;0;374;0;890;0
13.02.18;14:00;11.424;163;163;757;1607;626;2;3585;93;825;163;0;5.274;0;3;754;1.607;0;626;0;2;0;3.585;0;93;0;825;0
13.02.18;15:00;8.517;69;69;713;1072;620;2;2377;322;736;0;69;4.818;0;0;713;1.070;2;620;0;2;0;2.377;0;0;322;736;0
13.02.18;16:00;6.062;188;188;699;1107;586;328;1475;677;471;188;0;4.495;0;0;699;829;278;586;0;0;328;1.475;0;0;677;471;0
13.02.18;17:00;4.179;436;436;1653;1607;592;42;940;535;327;436;0;3.673;0;0;1.653;1.024;583;592;0;0;42;940;0;0;535;327;0
13.02.18;18:00;4.282;1165;1165;1680;1606;724;209;516;296;222;1.165;0;2.970;0;0;1.680;942;664;724;0;0;209;516;0;296;0;222;0
13.02.18;19:00;5.298;1703;1703;1826;1564;706;150;585;665;365;1.703;0;2.662;0;0;1.826;1.076;488;706;0;0;150;585;0;665;0;365;0
13.02.18;20:00;6.182;1612;1612;1786;1466;628;342;1065;16;746;1.612;0;3.427;0;0;1.786;1.157;309;628;0;0;342;1.065;0;0;16;746;0
13.02.18;21:00;8.218;1968;1968;1769;1681;637;575;1883;254;725;1.968;0;4.428;0;0;1.769;1.174;507;637;0;0;575;1.883;0;254;0;725;0
13.02.18;22:00;8.964;2137;2137;1566;1784;686;610;2097;407;639;2.137;0;4.670;0;0;1.566;1.144;640;686;0;0;610;2.097;0;407;0;639;0
13.02.18;23:00;8.694;2086;2086;1617;1766;609;455;2043;397;683;2.086;0;4.568;0;0;1.617;1.073;693;609;0;0;455;2.043;0;397;0;683;0
14.02.18;00:00;8.232;2226;2226;1827;1496;614;601;1932;420;754;2.226;0;4.460;0;0;1.827;875;621;614;0;0;601;1.932;0;420;0;754;0
14.02.18;01:00;8.193;1864;1864;1820;1355;571;611;1936;584;791;1.864;0;4.759;0;0;1.820;737;618;571;0;0;611;1.936;0;584;0;791;0
14.02.18;02:00;7.868;1489;1489;1826;1328;555;611;1950;425;866;1.489;0;4.882;0;0;1.826;733;595;555;0;0;611;1.950;0;425;0;866;0
14.02.18;03:00;7.262;1649;1649;1823;1270;553;611;1715;212;819;1.649;0;4.724;0;0;1.823;647;623;553;0;0;611;1.715;0;212;0;819;0
14.02.18;04:00;6.540;1595;1595;1804;1215;519;611;1725;152;791;1.595;0;4.428;0;0;1.804;632;583;519;0;0;611;1.725;0;0;152;791;0
14.02.18;05:00;7.513;1905;1905;1791;1440;594;498;1703;209;880;1.905;0;4.363;0;0;1.791;794;646;594;0;0;498;1.703;0;209;0;880;0
14.02.18;06:00;5.073;1598;1598;1776;1360;572;428;655;234;770;1.598;0;3.880;0;0;1.776;698;662;572;0;0;428;655;0;0;234;770;0
14.02.18;07:00;4.648;1580;1580;1515;1447;655;184;271;78;692;1.580;0;3.622;0;0;1.515;526;921;655;0;0;184;271;0;0;78;692;0
14.02.18;08:00;6.468;2267;2267;639;1339;687;541;709;267;754;2.267;0;3.109;0;1;638;596;743;687;0;0;541;709;0;267;0;754;0
14.02.18;09:00;9.941;2977;2977;279;1215;718;203;1234;981;787;2.977;0;3.641;0;1;278;649;566;718;0;0;203;1.234;0;981;0;787;0
14.02.18;10:00;10.935;2789;2789;324;1113;669;4;1726;865;671;2.789;0;4.184;0;49;275;687;426;669;0;0;4;1.726;0;865;0;671;0
14.02.18;11:00;12.215;2836;2836;549;997;665;143;2418;805;771;2.836;0;4.537;0;0;549;936;61;665;0;0;143;2.418;0;805;0;771;0
14.02.18;12:00;13.697;2959;2959;673;1321;635;152;3232;724;785;2.959;0;4.866;0;0;673;1.321;0;635;0;0;152;3.232;0;724;0;785;0
14.02.18;13:00;14.174;2782;2782;288;1341;622;60;3283;456;810;2.782;0;5.170;0;29;259;1.341;0;622;0;0;60;3.283;0;456;0;810;0
14.02.18;14:00;13.233;2540;2540;386;1219;587;1;3027;265;824;2.540;0;5.064;0;47;339;1.218;1;587;0;1;0;3.027;0;265;0;824;0
14.02.18;15:00;11.204;2449;2449;669;1053;576;54;2280;59;695;2.449;0;4.789;0;138;531;928;125;576;0;0;54;2.280;0;59;0;695;0
14.02.18;16:00;8.643;2370;2370;770;1451;561;79;1500;345;522;2.370;0;4.289;0;193;577;830;621;561;0;0;79;1.500;0;0;345;522;0
14.02.18;17:00;7.863;2489;2489;453;1604;630;1;856;529;525;2.489;0;4.058;0;3;450;943;661;630;0;0;1;856;0;0;529;525;0
14.02.18;18:00;6.698;2356;2356;1252;1838;590;3;924;267;520;2.356;0;3.416;0;0;1.252;1.123;715;590;0;3;0;924;0;0;267;520;0
14.02.18;19:00;7.530;2048;2048;1179;1753;571;148;1648;498;620;2.048;0;3.441;0;0;1.179;1.390;363;571;0;0;148;1.648;0;0;498;620;0
14.02.18;20:00;9.202;2125;2125;984;1897;553;477;2358;971;783;2.125;0;4.288;0;19;965;1.693;204;553;0;0;477;2.358;0;0;971;783;0
14.02.18;21:00;8.781;1773;1773;488;1818;451;497;2413;1304;723;1.773;0;4.118;0;180;308;1.525;293;451;0;0;497;2.413;0;0;1.304;723;0
14.02.18;22:00;9.391;1834;1834;360;1765;465;33;2331;1401;687;1.834;0;4.059;0;356;4;1.431;334;465;0;0;33;2.331;0;0;1.401;687;0
14.02.18;23:00;9.494;1579;1579;1250;1652;385;76;2442;1710;574;1.579;0;3.986;0;1.250;0;1.282;370;385;0;76;0;2.442;0;0;1.710;574;0
15.02.18;00:00;12.177;2138;2138;763;1820;456;76;2970;543;666;2.138;0;4.443;0;763;0;1.514;306;456;0;76;0;2.970;0;0;543;666;0
15.02.18;01:00;12.935;2240;2240;512;1634;507;76;3054;56;705;2.240;0;4.667;0;512;0;1.376;258;507;0;76;0;3.054;0;56;0;705;0
15.02.18;02:00;12.483;1670;1670;835;1674;513;76;3138;245;716;1.670;0;4.754;0;735;100;1.450;224;513;0;76;0;3.138;0;0;245;716;0
15.02.18;03:00;11.306;1764;1764;843;1543;500;76;2879;923;662;1.764;0;4.562;0;750;93;1.336;207;500;0;76;0;2.879;0;0;923;662;0
15.02.18;04:00;10.942;1536;1536;877;1526;469;76;2980;1303;684;1.536;0;4.417;0;877;0;1.366;160;469;0;76;0;2.980;0;0;1.303;684;0
15.02.18;05:00;12.689;1512;1512;1228;1940;463;76;3352;946;721;1.512;0;4.513;0;1.228;0;1.855;85;463;0;76;0;3.352;0;0;946;721;0
15.02.18;06:00;11.565;1465;1465;1115;2008;521;60;3050;790;800;1.465;0;3.576;0;1.000;115;2.003;5;521;0;60;0;3.050;0;0;790;800;0
15.02.18;07:00;8.986;1425;1425;1425;2034;522;4;2406;1241;794;1.425;0;2.749;0;859;566;2.034;0;522;0;4;0;2.406;0;0;1.241;794;0
15.02.18;08:00;8.455;1497;1497;1155;1993;536;154;2323;1227;748;1.497;0;2.758;0;570;585;1.991;2;536;0;0;154;2.323;0;0;1.227;748;0
15.02.18;09:00;9.041;1754;1754;1207;1934;561;152;2562;1287;734;1.754;0;2.898;0;622;585;1.934;0;561;0;0;152;2.562;0;0;1.287;734;0
15.02.18;10:00;9.187;1871;1871;1239;1959;588;6;2800;1589;656;1.871;0;2.919;0;654;585;1.919;40;588;0;0;6;2.800;0;0;1.589;656;0
15.02.18;11:00;8.829;1865;1865;1269;1833;595;112;2574;1486;573;1.865;0;2.950;0;684;585;1.802;31;595;0;0;112;2.574;0;0;1.486;573;0
15.02.18;12:00;7.498;1416;1416;1332;1802;533;536;2392;1598;495;1.416;0;2.844;0;747;585;1.796;6;533;0;0;536;2.392;0;0;1.598;495;0
15.02.18;13:00;7.524;1133;1133;1249;1956;532;610;2385;1729;686;1.133;0;3.096;0;664;585;1.954;2;532;0;0;610;2.385;0;0;1.729;686;0
15.02.18;14:00;6.626;1025;1025;1277;1902;522;611;1735;1806;665;1.025;0;3.105;0;692;585;1.893;9;522;0;0;611;1.735;0;0;1.806;665;0
15.02.18;15:00;6.468;1250;1250;1294;1882;540;611;1446;1544;522;1.250;0;3.101;0;709;585;1.761;121;540;0;0;611;1.446;0;0;1.544;522;0
15.02.18;16:00;6.757;1453;1453;1291;1909;544;611;1728;1459;494;1.453;0;2.932;0;706;585;1.732;177;544;0;0;611;1.728;0;0;1.459;494;0
15.02.18;17:00;6.599;1600;1600;1228;1822;553;611;1415;1377;511;1.600;0;2.974;0;643;585;1.649;173;553;0;0;611;1.415;0;0;1.377;511;0
15.02.18;18:00;6.265;2192;2192;1100;1855;636;611;1078;445;498;2.192;0;3.018;0;2;1.098;1.425;430;636;0;0;611;1.078;0;0;445;498;0
15.02.18;19:00;5.640;2079;2079;1159;1812;620;611;675;299;591;2.079;0;2.696;0;0;1.159;1.430;382;620;0;0;611;675;0;0;299;591;0
15.02.18;20:00;7.495;2337;2337;1144;1738;587;611;1438;444;737;2.337;0;3.447;0;7;1.137;1.436;302;587;0;0;611;1.438;0;0;444;737;0
15.02.18;21:00;8.110;2442;2442;1172;1840;557;611;2175;516;747;2.442;0;3.682;0;1;1.171;1.322;518;557;0;0;611;2.175;0;0;516;747;0
15.02.18;22:00;8.499;2473;2473;1184;2000;578;611;2302;300;639;2.473;0;4.034;0;0;1.184;1.284;716;578;0;0;611;2.302;0;0;300;639;0
15.02.18;23:00;8.242;2456;2456;1182;1976;519;610;2133;432;716;2.456;0;4.172;0;7;1.175;1.216;760;519;0;0;610;2.133;0;0;432;716;0
16.02.18;00:00;8.890;1920;1920;996;1856;592;610;2234;36;645;1.920;0;4.585;0;41;955;1.129;727;592;0;0;610;2.234;0;36;0;645;0
16.02.18;01:00;9.158;1632;1632;819;1712;526;610;2280;109;627;1.632;0;4.811;0;68;751;1.089;623;526;0;0;610;2.280;0;109;0;627;0
16.02.18;02:00;9.818;1700;1700;862;1683;513;610;2468;69;741;1.700;0;4.988;0;67;795;1.180;503;513;0;0;610;2.468;0;69;0;741;0
16.02.18;03:00;8.970;1755;1755;854;1629;471;285;2240;415;700;1.755;0;4.717;0;23;831;1.112;517;471;0;0;285;2.240;0;0;415;700;0
16.02.18;04:00;8.807;1627;1627;901;1660;461;18;2340;627;631;1.627;0;4.508;0;1;900;1.222;438;461;0;0;18;2.340;0;0;627;631;0
16.02.18;05:00;10.569;1968;1968;1009;1788;608;56;2767;26;546;1.968;0;4.547;0;1;1.008;1.505;283;608;0;0;56;2.767;0;0;26;546;0
16.02.18;06:00;9.279;1698;1698;1130;1919;630;518;2170;114;444;1.698;0;4.420;0;27;1.103;1.772;147;630;0;0;518;2.170;0;0;114;444;0
16.02.18;07:00;8.600;2173;2173;810;1758;721;437;1387;238;519;2.173;0;3.661;0;74;736;1.379;379;721;0;0;437;1.387;0;238;0;519;0
16.02.18;08:00;8.985;2548;2548;532;1750;693;280;1209;197;597;2.548;0;3.313;0;83;449;1.412;338;693;0;0;280;1.209;0;197;0;597;0
16.02.18;09:00;9.525;2661;2661;703;1833;693;350;1377;155;855;2.661;0;3.206;0;129;574;1.603;230;693;0;0;350;1.377;0;155;0;855;0
16.02.18;10:00;9.980;2604;2604;798;1978;687;480;1630;99;732;2.604;0;3.588;0;215;583;1.733;245;687;0;0;480;1.630;0;99;0;732;0
16.02.18;11:00;10.381;2023;2023;763;2108;650;605;2242;11;805;2.023;0;3.770;0;238;525;1.951;157;650;0;0;605;2.242;0;0;11;805;0
16.02.18;12:00;12.388;2174;2174;896;2173;641;522;3010;119;881;2.174;0;4.222;0;313;583;2.153;20;641;0;0;522;3.010;0;119;0;881;0
16.02.18;13:00;13.462;2597;2597;882;2083;637;598;3180;94;961;2.597;0;4.782;0;310;572;2.077;6;637;0;0;598;3.180;0;94;0;961;0
16.02.18;14:00;13.135;2039;2039;768;2105;582;218;3335;365;963;2.039;0;4.406;0;528;240;2.105;0;582;0;0;218;3.335;0;0;365;963;0
16.02.18;15:00;10.968;1721;1721;995;1944;537;541;3147;901;778;1.721;0;4.232;0;525;470;1.942;2;537;0;0;541;3.147;0;0;901;778;0
16.02.18;16:00;7.797;1373;1373;978;2007;496;611;2439;1897;588;1.373;0;3.592;0;398;580;2.003;4;496;0;0;611;2.439;0;0;1.897;588;0
16.02.18;17:00;6.575;1793;1793;682;2054;567;611;1580;1845;600;1.793;0;3.213;0;51;631;1.956;98;567;0;0;611;1.580;0;0;1.845;600;0
16.02.18;18:00;4.238;1638;1638;893;1746;582;611;857;1365;656;1.638;0;1.904;0;20;873;1.588;158;582;0;0;611;857;0;0;1.365;656;0
16.02.18;19:00;5.386;1837;1837;969;1711;656;611;1040;962;774;1.837;0;2.288;0;23;946;1.499;212;656;0;0;611;1.040;0;0;962;774;0
16.02.18;20:00;7.087;1518;1518;1000;1774;655;611;1916;995;849;1.518;0;3.247;0;39;961;1.602;172;655;0;0;611;1.916;0;0;995;849;0
16.02.18;21:00;6.072;969;969;995;1628;579;611;2045;1153;755;969;0;3.445;0;14;981;1.319;309;579;0;0;611;2.045;0;0;1.153;755;0
16.02.18;22:00;5.602;1000;1000;987;1671;620;611;1801;547;782;1.000;0;3.285;0;10;977;955;716;620;0;0;611;1.801;0;0;547;782;0
16.02.18;23:00;6.490;1609;1609;1073;1689;612;611;1778;183;651;1.609;0;3.408;0;3;1.070;808;881;612;0;0;611;1.778;0;183;0;651;0
17.02.18;00:00;7.037;2214;2214;1271;1639;499;611;2078;70;657;2.214;0;3.588;0;0;1.271;796;843;499;0;0;611;2.078;0;0;70;657;0
17.02.18;01:00;7.298;2548;2548;1820;1726;489;271;1939;282;478;2.548;0;3.955;0;0;1.820;712;1.014;489;0;0;271;1.939;0;282;0;478;0
17.02.18;02:00;6.824;2061;2061;1835;1523;438;554;1985;107;527;2.061;0;4.146;0;0;1.835;736;787;438;0;0;554;1.985;0;107;0;527;0
17.02.18;03:00;5.915;1595;1595;1808;1319;421;110;1829;393;487;1.595;0;3.945;0;0;1.808;634;685;421;0;0;110;1.829;0;0;393;487;0
17.02.18;04:00;5.703;1589;1589;1883;1265;412;2;1819;627;537;1.589;0;3.817;0;0;1.883;651;614;412;0;2;0;1.819;0;0;627;537;0
17.02.18;05:00;6.747;1793;1793;1665;1375;462;2;1856;305;515;1.793;0;3.952;0;0;1.665;756;619;462;0;2;0;1.856;0;0;305;515;0
17.02.18;06:00;7.968;2033;2033;1889;1411;502;290;2261;236;603;2.033;0;4.041;0;0;1.889;941;470;502;0;0;290;2.261;0;236;0;603;0
17.02.18;07:00;7.240;1420;1420;1860;1360;524;584;2443;34;641;1.420;0;3.880;0;0;1.860;1.085;275;524;0;0;584;2.443;0;0;34;641;0
17.02.18;08:00;5.114;1091;1091;1884;1298;511;611;1780;312;703;1.091;0;3.224;0;0;1.884;955;343;511;0;0;611;1.780;0;0;312;703;0
17.02.18;09:00;4.893;1694;1694;1880;1288;564;610;1139;17;688;1.694;0;2.947;0;0;1.880;828;460;564;0;0;610;1.139;0;0;17;688;0
17.02.18;10:00;4.849;1649;1649;1817;1321;567;610;1092;66;698;1.649;0;2.981;0;0;1.817;838;483;567;0;0;610;1.092;0;0;66;698;0
17.02.18;11:00;4.337;1267;1267;1833;1343;579;610;1033;17;662;1.267;0;3.029;0;0;1.833;768;575;579;0;0;610;1.033;0;17;0;662;0
17.02.18;12:00;4.523;896;896;1881;1363;573;610;1347;73;745;896;0;3.025;0;0;1.881;859;504;573;0;0;610;1.347;0;73;0;745;0
17.02.18;13:00;4.032;461;461;1897;1382;505;611;1590;411;741;461;0;3.112;0;0;1.897;962;420;505;0;0;611;1.590;0;0;411;741;0
17.02.18;14:00;4.011;25;25;1907;1373;451;554;1987;781;676;25;0;3.325;0;0;1.907;1.081;292;451;0;0;554;1.987;0;0;781;676;0
17.02.18;15:00;3.869;141;141;1904;1313;437;318;1946;1008;565;141;0;3.231;0;0;1.904;1.046;267;437;0;0;318;1.946;0;0;1.008;565;0
17.02.18;16:00;3.563;291;291;1898;1246;421;109;1886;1430;594;291;0;2.880;0;0;1.898;1.087;159;421;0;0;109;1.886;0;0;1.430;594;0
17.02.18;17:00;3.081;693;693;1583;1060;472;2;1003;1372;656;693;0;2.558;0;0;1.583;858;202;472;0;0;2;1.003;0;0;1.372;656;0
17.02.18;18:00;3.671;1695;1695;1841;1234;640;2;287;233;548;1.695;0;2.467;0;0;1.841;670;564;640;0;2;0;287;0;0;233;548;0
17.02.18;19:00;4.829;2052;2052;1687;1380;686;487;493;512;510;2.052;0;2.842;0;0;1.687;644;736;686;0;0;487;493;0;512;0;510;0
17.02.18;20:00;5.820;1949;1949;1882;1325;646;610;1362;369;688;1.949;0;3.033;0;0;1.882;795;530;646;0;0;610;1.362;0;369;0;688;0
17.02.18;21:00;5.691;1493;1493;1927;1393;573;611;1679;410;702;1.493;0;3.283;0;0;1.927;741;652;573;0;0;611;1.679;0;410;0;702;0
17.02.18;22:00;6.437;1585;1585;1936;1467;664;611;1754;987;536;1.585;0;3.633;0;0;1.936;646;821;664;0;0;611;1.754;0;987;0;536;0
17.02.18;23:00;6.517;1322;1322;1921;1511;650;611;1882;1046;600;1.322;0;3.724;0;0;1.921;668;843;650;0;0;611;1.882;0;1.046;0;600;0
18.02.18;00:00;7.416;1721;1721;1293;1536;659;111;1706;1140;215;1.721;0;4.005;0;0;1.293;455;1.081;659;0;0;111;1.706;0;1.140;0;215;0
18.02.18;01:00;7.986;2165;2165;1901;1503;606;2;1819;1049;563;2.165;0;4.056;0;0;1.901;565;938;606;0;2;0;1.819;0;1.049;0;563;0
18.02.18;02:00;8.139;2068;2068;1836;1474;547;2;1919;878;644;2.068;0;4.165;0;0;1.836;613;861;547;0;2;0;1.919;0;878;0;644;0
18.02.18;03:00;7.953;1853;1853;1192;1422;463;2;1902;418;612;1.853;0;4.025;0;0;1.192;646;776;463;0;2;0;1.902;0;418;0;612;0
18.02.18;04:00;8.785;1904;1904;708;1311;549;2;2065;311;575;1.904;0;4.164;0;40;668;577;734;549;0;2;0;2.065;0;311;0;575;0
18.02.18;05:00;9.107;1834;1834;725;1293;529;2;2207;259;568;1.834;0;4.260;0;112;613;621;672;529;0;2;0;2.207;0;259;0;568;0
18.02.18;06:00;9.869;1680;1680;602;1255;502;2;2263;190;575;1.680;0;4.236;0;584;18;555;700;502;0;2;0;2.263;0;190;0;575;0
18.02.18;07:00;10.379;1747;1747;804;1426;483;2;2305;139;654;1.747;0;4.239;0;804;0;716;710;483;0;2;0;2.305;0;139;0;654;0
18.02.18;08:00;9.747;1839;1839;493;1459;507;2;2518;23;741;1.839;0;4.271;0;14;479;885;574;507;0;2;0;2.518;0;23;0;741;0
