Date;Time of day;Physikalischer Nettoexport[MWh];Nettoexport Niederlande [MWh];Nettoexport Schweiz [MWh];Nettoexport Dänemark [MWh];Nettoexport Tschechien [MWh];Nettoexport Luxemburg [MWh];Nettoexport Schweden [MWh];Nettoexport Österreich [MWh];Nettoexport Frankreich [MWh];Nettoexport Polen [MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
01.01.17;00:00;0;2331;2331;1221;2089;0;1;1434;2238;770;2.331;0;2.387;0;636;585;588;1.501;0;0;1;0;1.434;0;2.238;0;709;61
01.01.17;01:00;0;2347;2347;1250;2138;0;1;1698;2144;772;2.347;0;2.506;0;665;585;670;1.468;0;0;1;0;1.698;0;2.144;0;707;65
01.01.17;02:00;0;2001;2001;1279;2210;0;1;1968;1988;785;2.001;0;2.937;0;694;585;722;1.488;0;0;1;0;1.968;0;1.988;0;715;70
01.01.17;03:00;0;1763;1763;1271;2227;0;1;2520;1358;972;1.763;0;3.214;0;686;585;853;1.374;0;0;1;0;2.520;0;1.358;0;899;73
01.01.17;04:00;0;1679;1679;1347;2133;0;1;2449;1127;925;1.679;0;3.417;0;772;575;760;1.373;0;0;1;0;2.449;0;1.127;0;844;81
01.01.17;05:00;0;1840;1840;1014;2100;0;73;2464;1087;931;1.840;0;3.309;0;770;244;748;1.352;0;0;73;0;2.464;0;1.087;0;842;89
01.01.17;06:00;0;2137;2137;751;2141;0;75;2565;1076;786;2.137;0;3.112;0;747;4;849;1.292;0;0;75;0;2.565;0;1.076;0;786;0
01.01.17;07:00;0;2191;2191;1249;2091;0;75;2734;994;968;2.191;0;3.204;0;1.249;0;831;1.260;0;0;75;0;2.734;0;994;0;897;71
01.01.17;08:00;0;2165;2165;1379;2064;0;75;2643;941;669;2.165;0;3.540;0;1.374;5;737;1.327;0;0;75;0;2.643;0;941;0;669;0
01.01.17;09:00;0;1700;1700;1692;2116;0;2;2883;1214;991;1.700;0;3.688;0;1.298;394;870;1.246;0;0;2;0;2.883;0;1.214;0;906;85
01.01.17;10:00;0;1570;1570;1945;1962;0;2;2833;1481;861;1.570;0;3.573;0;1.364;581;717;1.245;0;0;2;0;2.833;0;1.481;0;791;70
01.01.17;11:00;0;1782;1782;1937;1865;0;2;2793;1713;841;1.782;0;3.104;0;1.352;585;589;1.276;0;0;2;0;2.793;0;1.713;0;779;62
01.01.17;12:00;0;2045;2045;1494;1786;0;3;2553;1965;856;2.045;0;2.873;0;909;585;498;1.288;0;0;3;0;2.553;0;1.965;0;780;76
01.01.17;13:00;0;2152;2152;945;1728;0;3;2461;1857;927;2.152;0;2.740;0;360;585;484;1.244;0;0;3;0;2.461;0;1.857;0;840;87
01.01.17;14:00;0;2250;2250;702;1590;0;3;2203;1532;880;2.250;0;2.671;0;56;646;460;1.130;0;0;3;0;2.203;0;1.532;0;802;78
01.01.17;15:00;0;1832;1832;690;1514;0;87;1643;1381;777;1.832;0;2.680;0;48;642;411;1.103;0;0;0;87;1.643;0;1.381;0;710;67
01.01.17;16:00;0;1446;1446;678;1562;0;284;420;931;581;1.446;0;2.521;0;41;637;232;1.330;0;0;0;284;420;0;931;0;515;66
01.01.17;17:00;0;1445;1445;690;1679;0;423;521;1168;554;1.445;0;2.776;0;48;642;320;1.359;0;0;0;423;521;0;1.168;0;496;58
01.01.17;18:00;0;1736;1736;683;1582;0;481;32;1803;461;1.736;0;2.373;0;44;639;157;1.425;0;0;0;481;30;2;1.803;0;419;42
01.01.17;19:00;0;1988;1988;697;1579;0;533;152;2222;480;1.988;0;2.124;0;59;638;175;1.404;0;0;0;533;152;0;2.222;0;440;40
01.01.17;20:00;0;1868;1868;713;1732;0;533;942;2090;605;1.868;0;2.477;0;58;655;338;1.394;0;0;0;533;942;0;2.090;0;554;51
01.01.17;21:00;0;1815;1815;702;1867;0;478;1254;1871;718;1.815;0;2.595;0;51;651;502;1.365;0;0;0;478;1.254;0;1.871;0;655;63
01.01.17;22:00;0;1864;1864;684;1962;0;405;1110;1995;685;1.864;0;2.465;0;46;638;478;1.484;0;0;0;405;1.110;0;1.995;0;622;63
01.01.17;23:00;0;1573;1573;709;2037;0;312;1438;2072;653;1.573;0;2.744;0;41;668;473;1.564;0;0;0;312;1.438;0;2.072;0;604;49
02.01.17;00:00;0;1480;1480;683;2031;0;82;1564;586;585;1.480;0;2.106;0;39;644;560;1.471;0;0;0;82;1.564;0;586;0;554;31
02.01.17;01:00;0;1579;1579;772;2041;0;2;2004;175;676;1.579;0;2.515;0;188;584;707;1.334;0;0;2;0;2.004;0;175;0;649;27
02.01.17;02:00;0;1668;1668;681;2049;0;2;2234;167;718;1.668;0;2.613;0;249;432;724;1.325;0;0;2;0;2.234;0;167;0;700;18
02.01.17;03:00;0;1514;1514;326;2010;0;2;2359;173;734;1.514;0;2.751;0;169;157;677;1.333;0;0;2;0;2.359;0;0;173;712;22
02.01.17;04:00;0;1399;1399;1285;2100;0;2;2350;218;818;1.399;0;2.842;0;736;549;794;1.306;0;0;2;0;2.350;0;0;218;785;33
02.01.17;05:00;0;1477;1477;704;2139;0;152;2287;92;1011;1.477;0;2.880;0;81;623;964;1.175;0;0;0;152;2.287;0;0;92;958;53
02.01.17;06:00;0;618;618;759;2111;0;294;1872;128;1155;618;0;2.657;0;48;711;1.028;1.083;0;0;0;294;1.872;0;128;0;1.105;50
02.01.17;07:00;0;323;323;773;2125;0;405;1457;725;1100;323;0;2.315;0;69;704;1.011;1.114;0;0;0;405;1.457;0;725;0;1.052;48
02.01.17;08:00;0;852;852;766;2078;0;497;959;1032;1176;852;0;2.086;0;82;684;817;1.261;0;0;0;497;959;0;1.032;0;1.133;43
02.01.17;09:00;0;1097;1097;742;2084;0;605;1026;1285;766;1.097;0;2.268;0;77;665;798;1.286;0;0;0;605;1.026;0;1.285;0;729;37
02.01.17;10:00;0;1391;1391;751;2013;0;608;481;1410;726;1.391;0;2.043;0;63;688;756;1.257;0;0;0;608;481;0;1.410;0;668;58
02.01.17;11:00;0;1266;1266;695;1910;0;608;226;1342;701;1.266;0;1.775;0;40;655;679;1.231;0;0;0;608;226;0;1.342;0;629;72
02.01.17;12:00;0;1357;1357;684;1778;0;608;160;1522;1039;1.357;0;1.773;0;50;634;770;1.008;0;0;0;608;160;0;1.522;0;960;79
02.01.17;13:00;0;1369;1369;746;1830;0;578;113;1207;1047;1.369;0;1.371;0;75;671;780;1.050;0;0;0;578;0;113;1.207;0;979;68
02.01.17;14:00;0;1529;1529;771;1911;0;543;135;1239;865;1.529;0;1.731;0;85;686;751;1.160;0;0;0;543;0;135;1.239;0;797;68
02.01.17;15:00;0;1461;1461;751;1998;0;515;39;958;996;1.461;0;2.171;0;80;671;841;1.157;0;0;0;515;31;8;958;0;937;59
02.01.17;16:00;0;1521;1521;740;2025;0;499;277;880;1029;1.521;0;2.342;0;72;668;908;1.117;0;0;0;499;277;0;880;0;962;67
02.01.17;17:00;0;1680;1680;750;2051;0;554;327;560;995;1.680;0;1.641;0;80;670;831;1.220;0;0;0;554;0;327;560;0;923;72
02.01.17;18:00;0;2031;2031;799;2159;0;566;285;1094;951;2.031;0;1.479;0;102;697;781;1.378;0;0;0;566;0;285;1.094;0;867;84
02.01.17;19:00;0;1916;1916;945;2111;0;566;302;1237;948;1.916;0;1.808;0;357;588;724;1.387;0;0;0;566;302;0;1.237;0;863;85
02.01.17;20:00;0;1925;1925;982;2210;0;554;948;1238;986;1.925;0;2.263;0;397;585;862;1.348;0;0;0;554;948;0;1.238;0;907;79
02.01.17;21:00;0;2205;2205;1018;2234;0;528;1090;1441;816;2.205;0;2.701;0;433;585;841;1.393;0;0;0;528;1.090;0;1.441;0;758;58
02.01.17;22:00;0;1925;1925;983;2236;0;371;1214;1584;675;1.925;0;2.848;0;398;585;694;1.542;0;0;0;371;1.214;0;1.584;0;636;39
02.01.17;23:00;0;1831;1831;974;2215;0;180;1173;1700;629;1.831;0;2.457;0;389;585;581;1.634;0;0;0;180;1.173;0;1.700;0;602;27
03.01.17;00:00;0;1927;1927;981;2029;0;5;1058;1153;477;1.927;0;2.332;0;396;585;463;1.566;0;0;0;5;1.058;0;1.153;0;450;27
03.01.17;01:00;0;1982;1982;965;1993;0;2;1059;1212;419;1.982;0;2.543;0;382;583;486;1.507;0;0;2;0;1.059;0;1.212;0;403;16
03.01.17;02:00;0;1793;1793;884;1975;0;2;1376;1141;456;1.793;0;2.767;0;394;490;514;1.461;0;0;2;0;1.376;0;1.141;0;455;1
03.01.17;03:00;0;2014;2014;968;2048;0;2;1481;1344;528;2.014;0;3.150;0;386;582;566;1.482;0;0;2;0;1.481;0;1.344;0;516;12
03.01.17;04:00;0;1604;1604;980;2045;0;2;1791;752;728;1.604;0;3.053;0;395;585;694;1.351;0;0;2;0;1.791;0;752;0;696;32
03.01.17;05:00;0;1200;1200;856;2106;0;2;1859;278;1000;1.200;0;2.762;0;272;584;960;1.146;0;0;2;0;1.859;0;278;0;927;73
03.01.17;06:00;0;978;978;832;2096;0;2;1566;795;1064;978;0;2.594;0;285;547;1.082;1.014;0;0;2;0;1.566;0;795;0;980;84
03.01.17;07:00;0;1186;1186;905;2176;0;89;1227;1273;734;1.186;0;1.933;0;321;584;1.248;928;0;0;0;89;1.227;0;1.273;0;634;100
03.01.17;08:00;0;1517;1517;1093;2071;0;62;907;1334;780;1.517;0;1.675;0;508;585;1.170;901;0;0;0;62;907;0;1.334;0;674;106
03.01.17;09:00;0;2241;2241;1073;2083;0;2;861;1441;670;2.241;0;1.550;0;488;585;1.128;955;0;0;2;0;861;0;1.441;0;557;113
03.01.17;10:00;0;2205;2205;1070;2141;0;2;1312;1182;773;2.205;0;1.510;0;485;585;1.230;911;0;0;2;0;1.312;0;1.182;0;656;117
03.01.17;11:00;0;2280;2280;923;2147;0;2;1021;1079;785;2.280;0;1.334;0;338;585;1.254;893;0;0;2;0;1.021;0;1.079;0;670;115
03.01.17;12:00;0;2198;2198;982;2036;0;2;975;1068;1119;2.198;0;1.281;0;397;585;1.338;698;0;0;2;0;975;0;1.068;0;991;128
03.01.17;13:00;0;2199;2199;988;2029;0;2;830;1081;1117;2.199;0;1.258;0;403;585;1.232;797;0;0;2;0;830;0;1.081;0;989;128
03.01.17;14:00;0;1967;1967;1361;1955;0;2;970;876;1308;1.967;0;1.369;0;776;585;1.141;814;0;0;2;0;970;0;876;0;1.177;131
03.01.17;15:00;0;1973;1973;1229;1975;0;2;1049;765;1406;1.973;0;1.368;0;644;585;1.258;717;0;0;2;0;1.049;0;765;0;1.276;130
03.01.17;16:00;0;1485;1485;1378;1913;0;2;1015;460;1462;1.485;0;1.354;0;793;585;1.274;639;0;0;2;0;1.015;0;460;0;1.338;124
03.01.17;17:00;0;1875;1875;1373;1885;0;2;952;815;1330;1.875;0;1.059;0;788;585;1.183;702;0;0;2;0;952;0;815;0;1.207;123
03.01.17;18:00;0;1974;1974;1362;1902;0;2;1130;947;1422;1.974;0;845;0;777;585;1.235;667;0;0;2;0;1.130;0;947;0;1.298;124
03.01.17;19:00;0;2143;2143;1386;1971;0;2;1216;918;1473;2.143;0;1.013;0;801;585;1.269;702;0;0;2;0;1.216;0;918;0;1.346;127
03.01.17;20:00;0;1996;1996;1355;2033;0;1;1509;707;1613;1.996;0;1.594;0;796;559;1.310;723;0;0;1;0;1.509;0;707;0;1.483;130
03.01.17;21:00;0;1754;1754;959;1976;0;67;1748;720;1138;1.754;0;1.624;0;926;33;1.177;799;0;0;67;0;1.748;0;720;0;1.138;0
03.01.17;22:00;0;1740;1740;1071;2086;0;65;1843;541;1562;1.740;0;1.829;0;795;276;1.332;754;0;0;65;0;1.843;0;541;0;1.457;105
03.01.17;23:00;0;1773;1773;1121;2234;0;65;2166;546;1579;1.773;0;1.576;0;780;341;1.471;763;0;0;65;0;2.166;0;546;0;1.467;112
04.01.17;00:00;0;1635;1635;1170;2271;0;65;2332;376;1602;1.635;0;2.022;0;592;578;1.770;501;0;0;65;0;2.332;0;376;0;1.475;127
04.01.17;01:00;0;1467;1467;1212;2172;0;65;2523;291;1567;1.467;0;2.349;0;653;559;1.685;487;0;0;65;0;2.523;0;291;0;1.435;132
04.01.17;02:00;0;1186;1186;1064;2202;0;65;2735;119;1594;1.186;0;2.467;0;720;344;1.763;439;0;0;65;0;2.735;0;0;119;1.461;133
04.01.17;03:00;0;948;948;1276;2218;0;65;2914;698;1510;948;0;2.801;0;870;406;1.769;449;0;0;65;0;2.914;0;0;698;1.378;132
04.01.17;04:00;0;1316;1316;995;1922;0;65;2797;767;1194;1.316;0;2.697;0;667;328;1.387;535;0;0;65;0;2.797;0;0;767;1.073;121
04.01.17;05:00;0;1521;1521;904;1968;0;64;2568;387;1222;1.521;0;2.226;0;719;185;1.437;531;0;0;64;0;2.568;0;0;387;1.105;117
04.01.17;06:00;0;1183;1183;1117;2337;0;65;2789;2;1353;1.183;0;2.369;0;743;374;1.891;446;0;0;65;0;2.789;0;2;0;1.217;136
04.01.17;07:00;0;1148;1148;1190;2356;0;2;2362;499;1355;1.148;0;1.768;0;686;504;1.959;397;0;0;2;0;2.362;0;499;0;1.221;134
04.01.17;08:00;0;1801;1801;941;1976;0;2;1840;618;970;1.801;0;1.630;0;649;292;1.473;503;0;0;2;0;1.840;0;618;0;863;107
04.01.17;09:00;0;1706;1706;1073;1990;0;2;1795;648;1075;1.706;0;1.433;0;496;577;1.477;513;0;0;2;0;1.795;0;648;0;968;107
04.01.17;10:00;0;1821;1821;1072;1985;0;2;1487;647;1194;1.821;0;1.415;0;487;585;1.484;501;0;0;2;0;1.487;0;647;0;1.080;114
04.01.17;11:00;0;1957;1957;1067;2013;0;2;1382;622;1186;1.957;0;1.271;0;482;585;1.455;558;0;0;2;0;1.382;0;622;0;1.080;106
04.01.17;12:00;0;2040;2040;1072;2016;0;2;1335;566;1173;2.040;0;1.109;0;487;585;1.442;574;0;0;2;0;1.335;0;566;0;1.054;119
04.01.17;13:00;0;1902;1902;1085;1978;0;2;1352;559;1087;1.902;0;1.279;0;500;585;1.362;616;0;0;2;0;1.352;0;559;0;969;118
04.01.17;14:00;0;1949;1949;1151;1887;0;66;1558;378;1026;1.949;0;1.548;0;566;585;1.294;593;0;0;0;66;1.558;0;378;0;924;102
04.01.17;15:00;0;2028;2028;1100;1879;0;105;1545;238;953;2.028;0;1.621;0;515;585;1.212;667;0;0;0;105;1.545;0;238;0;841;112
04.01.17;16:00;0;1778;1778;1043;1801;0;147;1613;78;856;1.778;0;1.754;0;458;585;1.185;616;0;0;0;147;1.613;0;78;0;741;115
04.01.17;17:00;0;2208;2208;1075;1751;0;265;847;410;609;2.208;0;1.393;0;490;585;954;797;0;0;0;265;847;0;410;0;515;94
04.01.17;18:00;0;2333;2333;928;1811;0;290;649;913;624;2.333;0;1.110;0;343;585;886;925;0;0;0;290;649;0;913;0;537;87
04.01.17;19:00;0;1769;1769;883;1890;0;301;655;950;628;1.769;0;1.076;0;300;583;872;1.018;0;0;0;301;655;0;950;0;517;111
04.01.17;20:00;0;2178;2178;816;2013;0;273;1222;731;690;2.178;0;1.220;0;305;511;1.004;1.009;0;0;0;273;1.222;0;731;0;573;117
04.01.17;21:00;0;2094;2094;886;2176;0;273;1581;501;634;2.094;0;1.713;0;303;583;971;1.205;0;0;0;273;1.581;0;501;0;531;103
04.01.17;22:00;0;2052;2052;971;2246;0;299;1559;450;696;2.052;0;1.749;0;386;585;987;1.259;0;0;0;299;1.559;0;450;0;626;70
04.01.17;23:00;0;2148;2148;940;2297;0;316;1935;1166;619;2.148;0;2.415;0;355;585;844;1.453;0;0;0;316;1.935;0;1.166;0;554;65
05.01.17;00:00;0;2008;2008;879;2162;0;22;2359;1719;812;2.008;0;3.349;0;294;585;1.007;1.155;0;0;0;22;2.359;0;1.719;0;736;76
05.01.17;01:00;0;2078;2078;874;2081;0;2;2459;1821;733;2.078;0;3.523;0;289;585;944;1.137;0;0;2;0;2.459;0;1.821;0;668;65
05.01.17;02:00;0;1219;1219;798;1997;0;88;2528;113;785;1.219;0;2.897;0;213;585;923;1.074;0;0;0;88;2.528;0;113;0;716;69
05.01.17;03:00;0;1116;1116;773;2014;0;135;2596;77;760;1.116;0;3.012;0;188;585;881;1.133;0;0;0;135;2.596;0;0;77;687;73
05.01.17;04:00;0;1569;1569;735;2125;0;160;2659;1208;796;1.569;0;3.754;0;70;665;959;1.166;0;0;0;160;2.659;0;1.208;0;708;88
05.01.17;05:00;0;1418;1418;700;2183;0;194;2645;1251;926;1.418;0;3.966;0;66;634;985;1.198;0;0;0;194;2.645;0;1.251;0;822;104
05.01.17;06:00;0;1495;1495;616;2070;0;275;2157;1570;1113;1.495;0;3.600;0;62;554;1.106;964;0;0;0;275;2.157;0;1.570;0;1.016;97
05.01.17;07:00;0;1772;1772;821;2087;0;377;1232;1602;991;1.772;0;2.337;0;128;693;935;1.152;0;0;0;377;1.232;0;1.602;0;894;97
05.01.17;08:00;0;2103;2103;807;2111;0;518;584;1539;901;2.103;0;2.189;0;135;672;775;1.336;0;0;0;518;584;0;1.539;0;792;109
05.01.17;09:00;0;2473;2473;629;2074;0;551;740;1220;833;2.473;0;1.878;0;123;506;807;1.267;0;0;0;551;740;0;1.220;0;733;100
05.01.17;10:00;0;2484;2484;491;2074;0;582;1075;1052;863;2.484;0;1.936;0;116;375;829;1.245;0;0;0;582;1.075;0;1.052;0;754;109
05.01.17;11:00;0;2773;2773;617;2125;0;608;974;1030;925;2.773;0;1.782;0;112;505;894;1.231;0;0;0;608;974;0;1.030;0;817;108
05.01.17;12:00;0;2410;2410;437;1975;0;609;1041;991;652;2.410;0;2.085;0;118;319;930;1.045;0;0;0;609;1.041;0;991;0;652;0
05.01.17;13:00;0;2333;2333;375;1846;0;609;982;843;544;2.333;0;2.104;0;274;101;868;978;0;0;0;609;982;0;843;0;544;0
05.01.17;14:00;0;2159;2159;628;1836;0;609;926;703;769;2.159;0;2.206;0;120;508;853;983;0;0;0;609;926;0;703;0;719;50
05.01.17;15:00;0;1607;1607;370;1849;0;319;714;881;742;1.607;0;2.089;0;99;271;845;1.004;0;0;0;319;714;0;881;0;742;0
05.01.17;16:00;0;1400;1400;502;1859;0;42;131;817;732;1.400;0;1.864;0;450;52;739;1.120;0;0;42;0;131;0;817;0;719;13
05.01.17;17:00;0;2228;2228;409;1749;0;61;573;762;414;2.228;0;991;0;390;19;398;1.351;0;0;61;0;0;573;762;0;395;19
05.01.17;18:00;0;2210;2210;255;1739;0;143;685;1634;291;2.210;0;1.061;0;28;227;291;1.448;0;0;0;143;0;685;1.634;0;291;0
05.01.17;19:00;0;2240;2240;652;1802;0;554;338;1541;524;2.240;0;1.451;0;41;611;438;1.364;0;0;0;554;0;338;1.541;0;484;40
05.01.17;20:00;0;2347;2347;675;1905;0;608;106;2001;285;2.347;0;2.240;0;43;632;361;1.544;0;0;0;608;24;82;2.001;0;241;44
05.01.17;21:00;0;1463;1463;662;1922;0;482;979;1102;291;1.463;0;2.490;0;38;624;497;1.425;0;0;0;482;979;0;1.102;0;255;36
05.01.17;22:00;0;1601;1601;849;2006;0;604;1033;1827;197;1.601;0;2.915;0;10;839;467;1.539;0;0;0;604;1.033;0;1.827;0;168;29
05.01.17;23:00;0;1101;1101;592;2032;0;608;1299;712;168;1.101;0;2.374;0;51;541;502;1.530;0;0;0;608;1.299;0;712;0;162;6
06.01.17;00:00;0;1486;1486;1907;2109;0;609;1171;1708;167;1.486;0;2.782;0;0;1.907;374;1.735;0;0;0;609;1.171;0;1.708;0;149;18
06.01.17;01:00;0;1202;1202;1959;1933;0;594;1145;1930;289;1.202;0;2.947;0;0;1.959;418;1.515;0;0;0;594;1.145;0;1.930;0;270;19
06.01.17;02:00;0;824;824;1913;1653;0;92;1230;2002;222;824;0;3.447;0;0;1.913;185;1.468;0;0;0;92;1.230;0;2.002;0;209;13
06.01.17;03:00;0;408;408;1892;1666;0;3;1452;1638;224;408;0;3.503;0;0;1.892;177;1.489;0;0;3;0;1.452;0;1.638;0;206;18
06.01.17;04:00;0;628;628;1865;1655;0;3;1398;1774;127;628;0;3.663;0;0;1.865;122;1.533;0;0;3;0;1.398;0;1.774;0;104;23
06.01.17;05:00;0;976;976;1667;1770;0;3;1543;2325;184;976;0;3.835;0;0;1.667;263;1.507;0;0;3;0;1.543;0;2.325;0;184;0
06.01.17;06:00;0;1499;1499;1425;1590;0;498;1144;2573;503;1.499;0;3.471;0;0;1.425;372;1.218;0;0;0;498;1.144;0;2.573;0;495;8
06.01.17;07:00;0;1797;1797;780;1318;0;568;738;2293;316;1.797;0;2.471;0;0;780;137;1.181;0;0;0;568;738;0;2.293;0;306;10
06.01.17;08:00;0;2206;2206;573;1464;0;483;309;2312;137;2.206;0;2.120;0;0;573;0;1.464;0;0;0;483;309;0;2.312;0;79;58
06.01.17;09:00;0;2456;2456;633;1380;0;604;257;2301;155;2.456;0;2.320;0;10;623;109;1.271;0;0;0;604;257;0;2.301;0;75;80
06.01.17;10:00;0;2413;2413;588;1318;0;608;644;2122;221;2.413;0;2.525;0;40;548;189;1.129;0;0;0;608;644;0;2.122;0;178;43
06.01.17;11:00;0;2380;2380;620;1371;0;594;1113;1960;263;2.380;0;2.642;0;57;563;224;1.147;0;0;0;594;1.113;0;1.960;0;224;39
06.01.17;12:00;0;2538;2538;716;1425;0;608;1295;2023;268;2.538;0;2.698;0;66;650;320;1.105;0;0;0;608;1.295;0;2.023;0;228;40
06.01.17;13:00;0;2504;2504;721;1451;0;608;1557;2084;314;2.504;0;3.050;0;62;659;373;1.078;0;0;0;608;1.557;0;2.084;0;270;44
06.01.17;14:00;0;2463;2463;716;1404;0;609;1767;1927;311;2.463;0;3.159;0;66;650;397;1.007;0;0;0;609;1.767;0;1.927;0;264;47
06.01.17;15:00;0;2159;2159;703;1404;0;609;1566;1845;314;2.159;0;3.131;0;60;643;399;1.005;0;0;0;609;1.566;0;1.845;0;265;49
06.01.17;16:00;0;2198;2198;728;1463;0;577;951;1644;435;2.198;0;2.950;0;70;658;409;1.054;0;0;0;577;951;0;1.644;0;381;54
06.01.17;17:00;0;2760;2760;732;1611;0;608;28;1971;326;2.760;0;2.395;0;72;660;302;1.309;0;0;0;608;8;20;1.971;0;272;54
06.01.17;18:00;0;2249;2249;701;1777;0;608;412;1736;400;2.249;0;2.031;0;59;642;425;1.352;0;0;0;608;412;0;1.736;0;350;50
06.01.17;19:00;0;1936;1936;720;1681;0;609;939;1508;573;1.936;0;2.094;0;69;651;617;1.064;0;0;0;609;939;0;1.508;0;517;56
06.01.17;20:00;0;1190;1190;946;1720;0;609;1581;827;700;1.190;0;2.288;0;361;585;817;903;0;0;0;609;1.581;0;827;0;642;58
06.01.17;21:00;0;1355;1355;981;1827;0;532;1547;580;574;1.355;0;2.393;0;396;585;728;1.099;0;0;0;532;1.547;0;580;0;519;55
06.01.17;22:00;0;1533;1533;976;2026;0;521;1501;671;422;1.533;0;2.294;0;391;585;706;1.320;0;0;0;521;1.501;0;671;0;365;57
06.01.17;23:00;0;1268;1268;987;2155;0;460;1840;333;538;1.268;0;2.238;0;402;585;708;1.447;0;0;0;460;1.840;0;333;0;475;63
07.01.17;00:00;0;2512;2512;1085;2202;0;433;1949;1556;522;2.512;0;2.633;0;500;585;562;1.640;0;0;0;433;1.949;0;1.556;0;455;67
07.01.17;01:00;0;2590;2590;1077;2223;0;362;1851;1839;490;2.590;0;2.637;0;492;585;455;1.768;0;0;0;362;1.851;0;1.839;0;425;65
07.01.17;02:00;0;2451;2451;1081;2160;0;290;2042;1667;669;2.451;0;3.020;0;496;585;621;1.539;0;0;0;290;2.042;0;1.667;0;608;61
07.01.17;03:00;0;2469;2469;1086;2172;0;238;2444;1631;799;2.469;0;3.433;0;501;585;771;1.401;0;0;0;238;2.444;0;1.631;0;738;61
07.01.17;04:00;0;2555;2555;1176;1851;0;186;2110;1542;726;2.555;0;3.483;0;591;585;584;1.267;0;0;0;186;2.110;0;1.542;0;650;76
07.01.17;05:00;0;2551;2551;1182;1847;0;128;2158;1585;800;2.551;0;3.387;0;597;585;674;1.173;0;0;0;128;2.158;0;1.585;0;725;75
07.01.17;06:00;0;2207;2207;1184;1787;0;105;2179;1267;1209;2.207;0;3.059;0;599;585;820;967;0;0;0;105;2.179;0;1.267;0;1.131;78
07.01.17;07:00;0;2676;2676;1183;2068;0;105;2246;2335;1153;2.676;0;3.113;0;598;585;943;1.125;0;0;0;105;2.246;0;2.335;0;1.088;65
07.01.17;08:00;0;2803;2803;1180;2062;0;133;2214;2473;971;2.803;0;3.112;0;595;585;974;1.088;0;0;0;133;2.214;0;2.473;0;898;73
07.01.17;09:00;0;2726;2726;1180;1943;0;203;1832;2310;797;2.726;0;2.704;0;595;585;830;1.113;0;0;0;203;1.832;0;2.310;0;709;88
07.01.17;10:00;0;2980;2980;1189;1892;0;234;1603;2069;750;2.980;0;2.385;0;604;585;755;1.137;0;0;0;234;1.603;0;2.069;0;659;91
07.01.17;11:00;0;3069;3069;1173;1823;0;288;1445;2239;678;3.069;0;2.436;0;588;585;665;1.158;0;0;0;288;1.445;0;2.239;0;586;92
07.01.17;12:00;0;2988;2988;1174;1903;0;314;1313;2362;614;2.988;0;2.549;0;589;585;764;1.139;0;0;0;314;1.313;0;2.362;0;530;84
07.01.17;13:00;0;2972;2972;980;1905;0;329;1469;2212;693;2.972;0;2.619;0;395;585;811;1.094;0;0;0;329;1.469;0;2.212;0;603;90
07.01.17;14:00;0;2992;2992;975;1900;0;422;1793;2512;729;2.992;0;3.154;0;390;585;868;1.032;0;0;0;422;1.793;0;2.512;0;662;67
07.01.17;15:00;0;2819;2819;980;1895;0;488;1776;2399;870;2.819;0;3.421;0;395;585;974;921;0;0;0;488;1.776;0;2.399;0;811;59
07.01.17;16:00;0;2348;2348;975;1871;0;530;1779;1958;1053;2.348;0;3.521;0;390;585;1.018;853;0;0;0;530;1.779;0;1.958;0;1.000;53
07.01.17;17:00;0;2752;2752;885;1821;0;582;472;2341;779;2.752;0;2.573;0;300;585;775;1.046;0;0;0;582;472;0;2.341;0;748;31
07.01.17;18:00;0;2906;2906;880;1828;0;543;429;2409;616;2.906;0;2.239;0;295;585;707;1.121;0;0;0;543;429;0;2.409;0;603;13
07.01.17;19:00;0;2793;2793;884;1814;0;509;899;2432;733;2.793;0;2.301;0;299;585;837;977;0;0;0;509;899;0;2.432;0;709;24
07.01.17;20:00;0;2874;2874;921;1853;0;444;1598;2596;713;2.874;0;2.630;0;336;585;949;904;0;0;0;444;1.598;0;2.596;0;681;32
07.01.17;21:00;0;2645;2645;880;1870;0;499;1980;2227;603;2.645;0;2.958;0;295;585;846;1.024;0;0;0;499;1.980;0;2.227;0;565;38
07.01.17;22:00;0;2636;2636;884;2045;0;500;2002;2407;582;2.636;0;3.106;0;299;585;832;1.213;0;0;0;500;2.002;0;2.407;0;544;38
07.01.17;23:00;0;2873;2873;874;2117;0;461;2036;2210;629;2.873;0;2.934;0;289;585;793;1.324;0;0;0;461;2.036;0;2.210;0;588;41
08.01.17;00:00;0;2945;2945;877;2034;0;555;2444;1781;970;2.945;0;3.200;0;292;585;975;1.059;0;0;0;555;2.444;0;1.781;0;928;42
08.01.17;01:00;0;3032;3032;725;2014;0;577;2791;1897;1086;3.032;0;3.336;0;69;656;1.065;949;0;0;0;577;2.791;0;1.897;0;1.041;45
