Datum;Uhrzeit;Physikalischer Nettoexport[MWh];Nettoexport Niederlande [MWh];Nettoexport Schweiz [MWh];Nettoexport Dänemark [MWh];Nettoexport Tschechien [MWh];Nettoexport Luxemburg [MWh];Nettoexport Schweden [MWh];Nettoexport Österreich [MWh];Nettoexport Frankreich [MWh];Nettoexport Polen [MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
01.01.15;00:00;0;2205;0;0;1706;0;0;2731;167;0;2.205;0;0;0;0;0;1.034;672;0;0;0;0;2.731;0;0;167;0;0
01.01.15;01:00;0;2077;0;0;1664;0;0;2941;145;0;2.077;0;0;0;0;0;890;774;0;0;0;0;2.941;0;0;145;0;0
01.01.15;02:00;0;1918;0;0;1656;0;0;3054;17;0;1.918;0;0;0;0;0;896;760;0;0;0;0;3.054;0;0;17;0;0
01.01.15;03:00;0;1733;0;0;1560;0;0;3181;63;0;1.733;0;0;0;0;0;866;694;0;0;0;0;3.181;0;0;63;0;0
01.01.15;04:00;0;1732;0;0;1627;0;0;3262;117;0;1.732;0;0;0;0;0;1.036;591;0;0;0;0;3.262;0;0;117;0;0
01.01.15;05:00;0;1619;0;0;1648;0;0;3293;263;0;1.619;0;0;0;0;0;1.034;614;0;0;0;0;3.293;0;0;263;0;0
01.01.15;06:00;0;1749;0;0;1560;0;0;2985;104;0;1.749;0;0;0;0;0;934;626;0;0;0;0;2.985;0;0;104;0;0
01.01.15;07:00;0;1734;0;0;1501;0;0;2914;3;0;1.734;0;0;0;0;0;844;657;0;0;0;0;2.914;0;3;0;0;0
01.01.15;08:00;0;1913;0;0;1648;0;0;2901;310;0;1.913;0;0;0;0;0;1.004;644;0;0;0;0;2.901;0;0;310;0;0
01.01.15;09:00;0;1909;0;0;1670;0;0;2690;419;0;1.909;0;0;0;0;0;981;689;0;0;0;0;2.690;0;0;419;0;0
01.01.15;10:00;0;2103;0;0;1813;0;0;2762;417;0;2.103;0;0;0;0;0;1.148;665;0;0;0;0;2.762;0;0;417;0;0
01.01.15;11:00;0;2269;0;0;1786;0;0;2662;199;0;2.269;0;0;0;0;0;1.134;652;0;0;0;0;2.662;0;0;199;0;0
01.01.15;12:00;0;2353;0;0;1907;0;0;2597;173;0;2.353;0;0;0;0;0;1.248;659;0;0;0;0;2.597;0;0;173;0;0
01.01.15;13:00;0;2305;0;0;1948;0;0;2745;364;0;2.305;0;0;0;0;0;1.314;634;0;0;0;0;2.745;0;0;364;0;0
01.01.15;14:00;0;2312;0;0;1948;0;0;2876;618;0;2.312;0;0;0;0;0;1.370;578;0;0;0;0;2.876;0;0;618;0;0
01.01.15;15:00;0;2058;0;0;1999;0;0;3120;726;0;2.058;0;0;0;0;0;1.460;539;0;0;0;0;3.120;0;0;726;0;0
01.01.15;16:00;0;2257;0;0;1994;0;0;2478;774;0;2.257;0;0;0;0;0;1.437;557;0;0;0;0;2.478;0;0;774;0;0
01.01.15;17:00;0;2210;0;0;1908;0;0;2190;1016;0;2.210;0;0;0;0;0;1.279;629;0;0;0;0;2.190;0;0;1.016;0;0
01.01.15;18:00;0;1871;0;0;1773;0;0;1855;969;0;1.871;0;0;0;0;0;1.115;658;0;0;0;0;1.855;0;0;969;0;0
01.01.15;19:00;0;1670;0;0;1834;0;0;2504;897;0;1.670;0;0;0;0;0;1.162;672;0;0;0;0;2.504;0;0;897;0;0
01.01.15;20:00;0;1387;0;0;2289;0;0;3027;1044;0;1.387;0;0;0;0;0;1.677;612;0;0;0;0;3.027;0;0;1.044;0;0
01.01.15;21:00;0;1045;0;0;2242;0;0;3419;1378;0;1.045;0;0;0;0;0;1.629;613;0;0;0;0;3.419;0;0;1.378;0;0
01.01.15;22:00;0;1154;0;0;2260;0;0;3364;1235;0;1.154;0;0;0;0;0;1.630;630;0;0;0;0;3.364;0;0;1.235;0;0
01.01.15;23:00;0;1222;0;0;2382;0;0;3496;1026;0;1.222;0;0;0;0;0;1.731;651;0;0;0;0;3.496;0;0;1.026;0;0
02.01.15;00:00;0;1118;0;0;2067;0;0;3218;1229;0;1.118;0;0;0;0;0;1.261;806;0;0;0;0;3.218;0;0;1.229;0;0
02.01.15;01:00;0;1191;0;0;2179;0;0;3136;1188;0;1.191;0;0;0;0;0;1.380;799;0;0;0;0;3.136;0;0;1.188;0;0
02.01.15;02:00;0;1051;0;0;2075;0;0;3246;1330;0;1.051;0;0;0;0;0;1.429;646;0;0;0;0;3.246;0;0;1.330;0;0
02.01.15;03:00;0;1128;0;0;2063;0;0;3195;1577;0;1.128;0;0;0;0;0;1.430;633;0;0;0;0;3.195;0;0;1.577;0;0
02.01.15;04:00;0;1414;0;0;2003;0;0;3181;1812;0;1.414;0;0;0;0;0;1.324;679;0;0;0;0;3.181;0;0;1.812;0;0
02.01.15;05:00;0;1460;0;0;2175;0;0;3252;1849;0;1.460;0;0;0;0;0;1.465;710;0;0;0;0;3.252;0;0;1.849;0;0
02.01.15;06:00;0;1269;0;0;2173;0;0;3327;1818;0;1.269;0;0;0;0;0;1.510;663;0;0;0;0;3.327;0;0;1.818;0;0
02.01.15;07:00;0;1277;0;0;2013;0;0;3274;1408;0;1.277;0;0;0;0;0;1.340;673;0;0;0;0;3.274;0;0;1.408;0;0
02.01.15;08:00;0;1991;0;0;1910;0;0;3131;1667;0;1.991;0;0;0;0;0;1.302;608;0;0;0;0;3.131;0;0;1.667;0;0
02.01.15;09:00;0;2456;0;0;2037;0;0;3138;1662;0;2.456;0;0;0;0;0;1.439;598;0;0;0;0;3.138;0;0;1.662;0;0
02.01.15;10:00;0;2548;0;0;2151;0;0;3057;1502;0;2.548;0;0;0;0;0;1.549;602;0;0;0;0;3.057;0;0;1.502;0;0
02.01.15;11:00;0;2596;0;0;2198;0;0;2940;1524;0;2.596;0;0;0;0;0;1.582;616;0;0;0;0;2.940;0;0;1.524;0;0
02.01.15;12:00;0;2470;0;0;2287;0;0;2907;1425;0;2.470;0;0;0;0;0;1.673;614;0;0;0;0;2.907;0;0;1.425;0;0
02.01.15;13:00;0;2230;0;0;2351;0;0;2905;1378;0;2.230;0;0;0;0;0;1.725;626;0;0;0;0;2.905;0;0;1.378;0;0
02.01.15;14:00;0;2196;0;0;2353;0;0;2937;1382;0;2.196;0;0;0;0;0;1.726;627;0;0;0;0;2.937;0;0;1.382;0;0
02.01.15;15:00;0;2546;0;0;2274;0;0;2805;1409;0;2.546;0;0;0;0;0;1.686;588;0;0;0;0;2.805;0;0;1.409;0;0
02.01.15;16:00;0;2513;0;0;2384;0;0;2516;1641;0;2.513;0;0;0;0;0;1.812;572;0;0;0;0;2.516;0;0;1.641;0;0
02.01.15;17:00;0;2347;0;0;2153;0;0;2080;1569;0;2.347;0;0;0;0;0;1.562;591;0;0;0;0;2.080;0;0;1.569;0;0
02.01.15;18:00;0;2110;0;0;2021;0;0;2112;1299;0;2.110;0;0;0;0;0;1.353;668;0;0;0;0;2.112;0;0;1.299;0;0
02.01.15;19:00;0;1770;0;0;1925;0;0;2410;1188;0;1.770;0;0;0;0;0;1.267;658;0;0;0;0;2.410;0;0;1.188;0;0
02.01.15;20:00;0;1163;0;0;2050;0;0;2911;1568;0;1.163;0;0;0;0;0;1.360;690;0;0;0;0;2.911;0;0;1.568;0;0
02.01.15;21:00;0;1188;0;0;1957;0;0;2763;1827;0;1.188;0;0;0;0;0;1.227;730;0;0;0;0;2.763;0;0;1.827;0;0
02.01.15;22:00;0;1273;0;0;1979;0;0;2805;1754;0;1.273;0;0;0;0;0;1.190;789;0;0;0;0;2.805;0;0;1.754;0;0
02.01.15;23:00;0;1385;0;0;1964;0;0;2915;1581;0;1.385;0;0;0;0;0;1.138;826;0;0;0;0;2.915;0;0;1.581;0;0
03.01.15;00:00;0;1444;0;0;1919;0;0;2939;1287;0;1.444;0;0;0;0;0;1.142;777;0;0;0;0;2.939;0;0;1.287;0;0
03.01.15;01:00;0;1344;0;0;2147;0;0;3206;1283;0;1.344;0;0;0;0;0;1.466;681;0;0;0;0;3.206;0;0;1.283;0;0
03.01.15;02:00;0;1041;0;0;1988;0;0;3335;1304;0;1.041;0;0;0;0;0;1.360;628;0;0;0;0;3.335;0;0;1.304;0;0
03.01.15;03:00;0;1007;0;0;1738;0;0;3250;1219;0;1.007;0;0;0;0;0;1.171;567;0;0;0;0;3.250;0;0;1.219;0;0
03.01.15;04:00;0;1089;0;0;1663;0;0;3193;1414;0;1.089;0;0;0;0;0;1.114;549;0;0;0;0;3.193;0;0;1.414;0;0
03.01.15;05:00;0;1291;0;0;1522;0;0;3257;1451;0;1.291;0;0;0;0;0;949;573;0;0;0;0;3.257;0;0;1.451;0;0
03.01.15;06:00;0;1226;0;0;1664;0;0;3295;1391;0;1.226;0;0;0;0;0;1.029;635;0;0;0;0;3.295;0;0;1.391;0;0
03.01.15;07:00;0;1083;0;0;1831;0;0;3038;1342;0;1.083;0;0;0;0;0;1.100;731;0;0;0;0;3.038;0;0;1.342;0;0
03.01.15;08:00;0;1451;0;0;1774;0;0;2968;1590;0;1.451;0;0;0;0;0;1.004;770;0;0;0;0;2.968;0;0;1.590;0;0
03.01.15;09:00;0;1725;0;0;1852;0;0;3072;1817;0;1.725;0;0;0;0;0;1.148;704;0;0;0;0;3.072;0;0;1.817;0;0
03.01.15;10:00;0;2257;0;0;1962;0;0;2914;1780;0;2.257;0;0;0;0;0;1.281;681;0;0;0;0;2.914;0;0;1.780;0;0
03.01.15;11:00;0;2616;0;0;1912;0;0;2112;1915;0;2.616;0;0;0;0;0;1.266;646;0;0;0;0;2.112;0;0;1.915;0;0
03.01.15;12:00;0;2709;0;0;2058;0;0;2117;1909;0;2.709;0;0;0;0;0;1.471;587;0;0;0;0;2.117;0;0;1.909;0;0
03.01.15;13:00;0;2623;0;0;2062;0;0;2223;2150;0;2.623;0;0;0;0;0;1.459;603;0;0;0;0;2.223;0;0;2.150;0;0
03.01.15;14:00;0;2499;0;0;1871;0;0;2090;2253;0;2.499;0;0;0;0;0;1.272;599;0;0;0;0;2.090;0;0;2.253;0;0
03.01.15;15:00;0;2515;0;0;1856;0;0;2134;2528;0;2.515;0;0;0;0;0;1.276;580;0;0;0;0;2.134;0;0;2.528;0;0
03.01.15;16:00;0;2531;0;0;1919;0;0;1807;2702;0;2.531;0;0;0;0;0;1.277;642;0;0;0;0;1.807;0;0;2.702;0;0
03.01.15;17:00;0;2361;0;0;1682;0;0;1285;3087;0;2.361;0;0;0;0;0;939;743;0;0;0;0;1.285;0;0;3.087;0;0
03.01.15;18:00;0;2198;0;0;1650;0;0;1195;2898;0;2.198;0;0;0;0;0;883;767;0;0;0;0;1.195;0;0;2.898;0;0
03.01.15;19:00;0;2011;0;0;1594;0;0;1549;2353;0;2.011;0;0;0;0;0;827;767;0;0;0;0;1.549;0;0;2.353;0;0
03.01.15;20:00;0;2078;0;0;1777;0;0;2043;2252;0;2.078;0;0;0;0;0;1.152;625;0;0;0;0;2.043;0;0;2.252;0;0
03.01.15;21:00;0;1990;0;0;1845;0;0;2353;2461;0;1.990;0;0;0;0;0;1.226;619;0;0;0;0;2.353;0;0;2.461;0;0
03.01.15;22:00;0;2033;0;0;1956;0;0;2169;2244;0;2.033;0;0;0;0;0;1.311;645;0;0;0;0;2.169;0;0;2.244;0;0
03.01.15;23:00;0;2051;0;0;1992;0;0;2513;1756;0;2.051;0;0;0;0;0;1.302;690;0;0;0;0;2.513;0;0;1.756;0;0
04.01.15;00:00;0;1844;0;0;1515;0;0;2642;1413;1386;1.844;0;0;0;0;0;873;642;0;0;0;0;2.642;0;0;1.413;1.386;0
04.01.15;01:00;0;2085;0;0;1426;0;0;2603;1150;1366;2.085;0;0;0;0;0;786;640;0;0;0;0;2.603;0;0;1.150;1.366;0
04.01.15;02:00;0;2220;0;0;1346;0;0;2480;1249;1284;2.220;0;0;0;0;0;709;637;0;0;0;0;2.480;0;0;1.249;1.284;0
04.01.15;03:00;0;2627;0;0;1091;0;0;2354;1097;1213;2.627;0;0;0;0;0;508;583;0;0;0;0;2.354;0;0;1.097;1.213;0
04.01.15;04:00;0;2584;0;0;1116;0;0;2472;1082;1240;2.584;0;0;0;0;0;541;575;0;0;0;0;2.472;0;0;1.082;1.240;0
04.01.15;05:00;0;2501;0;0;1076;0;0;2388;1119;1216;2.501;0;0;0;0;0;486;590;0;0;0;0;2.388;0;0;1.119;1.216;0
04.01.15;06:00;0;2594;0;0;1176;0;0;2346;1134;1279;2.594;0;0;0;0;0;598;578;0;0;0;0;2.346;0;0;1.134;1.279;0
04.01.15;07:00;0;2807;0;0;1293;0;0;2333;1307;1223;2.807;0;0;0;0;0;680;613;0;0;0;0;2.333;0;0;1.307;1.223;0
04.01.15;08:00;0;2657;0;0;1367;0;0;2415;1474;1260;2.657;0;0;0;0;0;764;603;0;0;0;0;2.415;0;0;1.474;1.260;0
04.01.15;09:00;0;2443;0;0;1489;0;0;2579;1423;1317;2.443;0;0;0;0;0;905;584;0;0;0;0;2.579;0;0;1.423;1.317;0
04.01.15;10:00;0;2468;0;0;1611;0;0;2478;1407;1425;2.468;0;0;0;0;0;1.038;573;0;0;0;0;2.478;0;0;1.407;1.425;0
04.01.15;11:00;0;2732;0;0;1611;0;0;2353;1413;1371;2.732;0;0;0;0;0;1.048;563;0;0;0;0;2.353;0;0;1.413;1.371;0
04.01.15;12:00;0;2544;0;0;1365;0;0;2109;1274;1265;2.544;0;0;0;0;0;785;580;0;0;0;0;2.109;0;0;1.274;1.265;0
04.01.15;13:00;0;2761;0;0;1533;0;0;2160;1542;1262;2.761;0;0;0;0;0;972;561;0;0;0;0;2.160;0;0;1.542;1.262;0
04.01.15;14:00;0;2801;0;0;1391;0;0;2272;1849;1232;2.801;0;0;0;0;0;862;529;0;0;0;0;2.272;0;0;1.849;1.232;0
04.01.15;15:00;0;2697;0;0;1412;0;0;2346;1892;1237;2.697;0;0;0;0;0;906;506;0;0;0;0;2.346;0;0;1.892;1.237;0
04.01.15;16:00;0;2394;0;0;1320;0;0;2083;2114;1138;2.394;0;0;0;0;0;822;498;0;0;0;0;2.083;0;0;2.114;1.138;0
04.01.15;17:00;0;2309;0;0;863;0;0;1305;2194;892;2.309;0;0;0;0;0;136;727;0;0;0;0;1.305;0;0;2.194;892;0
04.01.15;18:00;0;2373;0;0;881;0;0;1016;1679;863;2.373;0;0;0;0;0;96;785;0;0;0;0;1.016;0;0;1.679;863;0
04.01.15;19:00;0;2680;0;0;941;0;0;1014;1417;926;2.680;0;0;0;0;0;134;807;0;0;0;0;1.014;0;0;1.417;926;0
04.01.15;20:00;0;2414;0;0;914;0;0;1335;1359;784;2.414;0;0;0;0;0;99;815;0;0;0;0;1.335;0;0;1.359;784;0
04.01.15;21:00;0;2241;0;0;1074;0;0;1469;1448;691;2.241;0;0;0;0;0;0;1.074;0;0;0;0;1.469;0;0;1.448;691;0
04.01.15;22:00;0;2319;0;0;1035;0;0;1468;1306;815;2.319;0;0;0;0;0;0;1.035;0;0;0;0;1.468;0;0;1.306;815;0
04.01.15;23:00;0;2478;0;0;1123;0;0;1277;924;861;2.478;0;0;0;0;0;0;1.123;0;0;0;0;1.277;0;0;924;861;0
05.01.15;00:00;0;3205;0;0;1147;0;250;1747;617;981;3.205;0;0;0;0;0;319;828;0;0;250;0;1.747;0;0;617;981;0
05.01.15;01:00;0;3178;0;0;1119;0;250;2007;676;1005;3.178;0;0;0;0;0;312;807;0;0;250;0;2.007;0;0;676;1.005;0
05.01.15;02:00;0;3354;0;0;1111;0;225;1860;788;1107;3.354;0;0;0;0;0;303;808;0;0;225;0;1.860;0;0;788;1.107;0
05.01.15;03:00;0;3711;0;0;821;0;225;1904;986;936;3.711;0;0;0;0;0;14;807;0;0;225;0;1.904;0;0;986;936;0
05.01.15;04:00;0;3821;0;0;882;0;201;2024;996;1021;3.821;0;0;0;0;0;54;828;0;0;201;0;2.024;0;0;996;1.021;0
05.01.15;05:00;0;3099;0;0;1230;0;201;2250;699;1312;3.099;0;0;0;0;0;413;817;0;0;201;0;2.250;0;0;699;1.312;0
05.01.15;06:00;0;2979;0;0;1144;0;225;1566;552;1180;2.979;0;0;0;0;0;351;793;0;0;225;0;1.566;0;0;552;1.180;0
05.01.15;07:00;0;3209;0;0;1301;0;39;1600;447;1067;3.209;0;0;0;0;0;477;824;0;0;0;39;1.600;0;0;447;1.067;0
05.01.15;08:00;0;2969;0;0;1415;0;60;1700;262;1181;2.969;0;0;0;0;0;503;912;0;0;0;60;1.700;0;0;262;1.181;0
05.01.15;09:00;0;2842;0;0;1219;0;2;1426;180;913;2.842;0;0;0;0;0;218;1.001;0;0;2;0;1.426;0;0;180;913;0
05.01.15;10:00;0;2970;0;0;1200;0;2;1612;59;848;2.970;0;0;0;0;0;184;1.016;0;0;2;0;1.612;0;0;59;848;0
05.01.15;11:00;0;2975;0;0;1110;0;2;1790;151;691;2.975;0;0;0;0;0;126;984;0;0;2;0;1.790;0;151;0;691;0
05.01.15;12:00;0;2821;0;0;973;0;2;1968;160;699;2.821;0;0;0;0;0;140;833;0;0;2;0;1.968;0;160;0;699;0
05.01.15;13:00;0;2638;0;0;906;0;2;2021;53;848;2.638;0;0;0;0;0;151;755;0;0;2;0;2.021;0;0;53;848;0
05.01.15;14:00;0;2789;0;0;874;0;2;1988;294;689;2.789;0;0;0;0;0;7;867;0;0;2;0;1.988;0;0;294;689;0
05.01.15;15:00;0;2625;0;0;844;0;2;1992;609;832;2.625;0;0;0;0;0;18;826;0;0;2;0;1.992;0;0;609;832;0
05.01.15;16:00;0;2612;0;0;1310;0;2;1046;664;618;2.612;0;0;0;0;0;0;1.310;0;0;2;0;1.046;0;0;664;618;0
05.01.15;17:00;0;2218;0;0;1616;0;2;607;1261;441;2.218;0;0;0;0;0;0;1.616;0;0;2;0;607;0;0;1.261;429;12
05.01.15;18:00;0;2301;0;0;1756;0;2;785;200;447;2.301;0;0;0;0;0;0;1.756;0;0;2;0;785;0;0;200;447;0
05.01.15;19:00;0;2108;0;0;1696;0;2;910;24;413;2.108;0;0;0;0;0;0;1.696;0;0;2;0;910;0;0;24;409;4
05.01.15;20:00;0;2175;0;0;1660;0;2;1344;144;482;2.175;0;0;0;0;0;0;1.660;0;0;2;0;1.344;0;0;144;482;0
05.01.15;21:00;0;2428;0;0;1444;0;362;1597;224;551;2.428;0;0;0;0;0;0;1.444;0;0;0;362;1.597;0;0;224;551;0
05.01.15;22:00;0;2591;0;0;1409;0;375;1759;50;765;2.591;0;0;0;0;0;0;1.409;0;0;0;375;1.759;0;0;50;765;0
05.01.15;23:00;0;2713;0;0;1352;0;37;1811;14;857;2.713;0;0;0;0;0;0;1.352;0;0;0;37;1.811;0;0;14;857;0
06.01.15;00:00;0;2907;0;721;1435;0;2;1649;164;668;2.907;0;0;0;12;709;0;1.435;0;0;2;0;1.649;0;0;164;668;0
06.01.15;01:00;0;2958;0;1177;1337;0;315;1772;237;804;2.958;0;0;0;0;1.177;0;1.337;0;0;0;315;1.772;0;0;237;804;0
06.01.15;02:00;0;2952;0;1232;1246;0;327;1723;81;756;2.952;0;0;0;0;1.232;0;1.246;0;0;0;327;1.723;0;0;81;756;0
06.01.15;03:00;0;2866;0;1131;1368;0;364;1670;296;702;2.866;0;0;0;0;1.131;0;1.368;0;0;0;364;1.670;0;0;296;702;0
06.01.15;04:00;0;2805;0;1095;1631;0;364;1619;288;600;2.805;0;0;0;0;1.095;0;1.631;0;0;0;364;1.619;0;0;288;600;0
06.01.15;05:00;0;2777;0;819;1534;0;31;1853;133;537;2.777;0;0;0;0;819;0;1.534;0;0;0;31;1.853;0;0;133;537;0
06.01.15;06:00;0;2660;0;741;1330;0;3;1842;128;553;2.660;0;0;0;13;728;0;1.330;0;0;3;0;1.842;0;128;0;553;0
06.01.15;07:00;0;2986;0;913;1404;0;436;1487;664;422;2.986;0;0;0;12;901;0;1.404;0;0;0;436;1.487;0;664;0;419;3
06.01.15;08:00;0;3097;0;925;1264;0;585;1465;845;454;3.097;0;0;0;28;897;0;1.264;0;0;0;585;1.465;0;845;0;452;2
06.01.15;09:00;0;3179;0;665;1260;0;574;1458;1046;268;3.179;0;0;0;39;626;0;1.260;0;0;0;574;1.458;0;1.046;0;268;0
06.01.15;10:00;0;3538;0;421;1047;0;556;1864;975;405;3.538;0;0;0;125;296;0;1.047;0;0;0;556;1.864;0;975;0;405;0
06.01.15;11:00;0;3741;0;708;1055;0;390;1896;1108;402;3.741;0;0;0;412;296;0;1.055;0;0;0;390;1.896;0;1.108;0;402;0
06.01.15;12:00;0;3347;0;359;799;0;34;2015;1075;611;3.347;0;0;0;69;290;0;799;0;0;0;34;2.015;0;1.075;0;611;0
06.01.15;13:00;0;3443;0;613;746;0;2;2076;849;620;3.443;0;0;0;330;283;0;746;0;0;2;0;2.076;0;849;0;620;0
06.01.15;14:00;0;3346;0;500;558;0;205;2082;585;745;3.346;0;0;0;199;301;3;555;0;0;0;205;2.082;0;585;0;745;0
06.01.15;15:00;0;3396;0;563;740;0;499;1990;69;780;3.396;0;0;0;35;528;93;647;0;0;0;499;1.990;0;69;0;780;0
06.01.15;16:00;0;3363;0;351;1146;0;559;1680;43;931;3.363;0;0;0;50;301;349;797;0;0;0;559;1.680;0;43;0;931;0
06.01.15;17:00;0;3538;0;535;1102;0;608;946;126;767;3.538;0;0;0;72;463;125;977;0;0;0;608;946;0;126;0;767;0
06.01.15;18:00;0;3189;0;605;1197;0;609;735;403;669;3.189;0;0;0;40;565;78;1.119;0;0;0;609;735;0;403;0;669;0
06.01.15;19:00;0;2784;0;752;1306;0;609;1681;307;909;2.784;0;0;0;24;728;253;1.053;0;0;0;609;1.681;0;307;0;909;0
06.01.15;20:00;0;2771;0;714;1415;0;534;2230;145;1178;2.771;0;0;0;33;681;597;818;0;0;0;534;2.230;0;0;145;1.178;0
06.01.15;21:00;0;2379;0;703;1388;0;74;2289;357;1205;2.379;0;0;0;25;678;535;853;0;0;0;74;2.289;0;0;357;1.205;0
06.01.15;22:00;0;2659;0;442;1507;0;2;2123;256;1209;2.659;0;0;0;170;272;521;986;0;0;2;0;2.123;0;0;256;1.209;0
06.01.15;23:00;0;2812;0;1049;1516;0;1;2402;365;1221;2.812;0;0;0;1.049;0;468;1.048;0;0;1;0;2.402;0;0;365;1.221;0
07.01.15;00:00;0;2831;0;853;1389;0;444;2447;96;968;2.831;0;0;0;853;0;337;1.052;0;0;444;0;2.447;0;0;96;968;0
07.01.15;01:00;0;2720;0;868;1370;0;564;2708;43;1047;2.720;0;0;0;868;0;450;920;0;0;564;0;2.708;0;0;43;1.047;0
07.01.15;02:00;0;2868;0;774;1201;0;595;2679;74;950;2.868;0;0;0;774;0;282;919;0;0;595;0;2.679;0;74;0;950;0
07.01.15;03:00;0;2839;0;816;1148;0;596;2616;73;1016;2.839;0;0;0;816;0;200;948;0;0;596;0;2.616;0;0;73;1.016;0
07.01.15;04:00;0;2844;0;667;1118;0;458;2279;422;1019;2.844;0;0;0;637;30;274;844;0;0;458;0;2.279;0;0;422;1.019;0
07.01.15;05:00;0;2497;0;452;1522;0;504;2588;380;1321;2.497;0;0;0;135;317;646;876;0;0;504;0;2.588;0;0;380;1.321;0
07.01.15;06:00;0;2514;0;748;1665;0;69;2355;426;1233;2.514;0;0;0;22;726;802;863;0;0;69;0;2.355;0;0;426;1.233;0
07.01.15;07:00;0;2713;0;1292;1566;0;471;1625;132;969;2.713;0;0;0;8;1.284;667;899;0;0;0;471;1.625;0;0;132;969;0
07.01.15;08:00;0;2707;0;1310;1734;0;607;1416;92;920;2.707;0;0;0;14;1.296;742;992;0;0;0;607;1.416;0;0;92;920;0
07.01.15;09:00;0;2995;0;1327;1672;0;608;1173;83;773;2.995;0;0;0;9;1.318;588;1.084;0;0;0;608;1.173;0;0;83;773;0
07.01.15;10:00;0;3258;0;1350;1549;0;608;1302;252;781;3.258;0;0;0;16;1.334;507;1.042;0;0;0;608;1.302;0;0;252;781;0
07.01.15;11:00;0;3110;0;1482;1716;0;597;1383;383;783;3.110;0;0;0;12;1.470;674;1.042;0;0;0;597;1.383;0;0;383;783;0
07.01.15;12:00;0;3031;0;1360;1784;0;554;1418;431;922;3.031;0;0;0;23;1.337;843;941;0;0;0;554;1.418;0;0;431;922;0
07.01.15;13:00;0;2937;0;1085;1898;0;608;1713;487;1092;2.937;0;0;0;93;992;1.040;858;0;0;0;608;1.713;0;0;487;1.092;0
07.01.15;14:00;0;2726;0;1011;1889;0;608;1887;633;1152;2.726;0;0;0;77;934;1.102;787;0;0;0;608;1.887;0;0;633;1.152;0
07.01.15;15:00;0;2141;0;632;1601;0;608;1852;1150;1181;2.141;0;0;0;77;555;973;628;0;0;0;608;1.852;0;0;1.150;1.181;0
07.01.15;16:00;0;2052;0;857;1536;0;608;1827;1320;1499;2.052;0;0;0;73;784;1.011;525;0;0;0;608;1.827;0;0;1.320;1.499;0
07.01.15;17:00;0;2242;0;704;1746;0;521;1503;1193;1387;2.242;0;0;0;112;592;1.004;742;0;0;0;521;1.503;0;0;1.193;1.387;0
07.01.15;18:00;0;2005;0;784;1768;0;607;1669;579;1456;2.005;0;0;0;113;671;984;784;0;0;0;607;1.669;0;0;579;1.456;0
07.01.15;19:00;0;1691;0;738;1800;0;446;1887;488;1779;1.691;0;0;0;88;650;1.075;725;0;0;0;446;1.887;0;0;488;1.779;0
07.01.15;20:00;0;2473;0;332;1889;0;224;2642;834;1808;2.473;0;0;0;118;214;1.150;739;0;0;0;224;2.642;0;0;834;1.808;0
07.01.15;21:00;0;2247;0;746;1919;0;56;2671;1172;1700;2.247;0;0;0;560;186;1.167;752;0;0;56;0;2.671;0;0;1.172;1.700;0
07.01.15;22:00;0;1825;0;863;1994;0;77;2680;1280;1737;1.825;0;0;0;699;164;1.145;849;0;0;77;0;2.680;0;0;1.280;1.737;0
07.01.15;23:00;0;1995;0;987;1974;0;77;2841;1177;1789;1.995;0;0;0;987;0;1.162;812;0;0;77;0;2.841;0;0;1.177;1.789;0
08.01.15;00:00;0;1623;0;828;1994;0;77;3042;1317;1904;1.623;0;0;0;826;2;1.211;783;0;0;77;0;3.042;0;0;1.317;1.904;0
08.01.15;01:00;0;1513;0;789;1613;0;77;3252;1316;1765;1.513;0;0;0;756;33;1.076;537;0;0;77;0;3.252;0;0;1.316;1.765;0
08.01.15;02:00;0;1617;0;1032;1594;0;77;3591;1346;1754;1.617;0;0;0;862;170;1.081;513;0;0;77;0;3.591;0;0;1.346;1.754;0
08.01.15;03:00;0;1548;0;1080;1554;0;77;3516;1815;1740;1.548;0;0;0;900;180;1.035;519;0;0;77;0;3.516;0;0;1.815;1.740;0
08.01.15;04:00;0;1706;0;951;1542;0;77;3545;1987;1770;1.706;0;0;0;923;28;1.084;458;0;0;77;0;3.545;0;0;1.987;1.770;0
08.01.15;05:00;0;1179;0;941;1758;0;77;3439;1860;1788;1.179;0;0;0;908;33;1.231;527;0;0;77;0;3.439;0;0;1.860;1.788;0
08.01.15;06:00;0;1079;0;669;1965;0;2;3095;1711;1740;1.079;0;0;0;475;194;1.433;532;0;0;2;0;3.095;0;0;1.711;1.740;0
08.01.15;07:00;0;1205;0;1150;1903;0;2;2542;1789;1699;1.205;0;0;0;258;892;1.424;479;0;0;2;0;2.542;0;0;1.789;1.699;0
