Datum;Uhrzeit;Physikalischer Nettoexport[MWh];Nettoexport Niederlande [MWh];Nettoexport Schweiz [MWh];Nettoexport Dänemark [MWh];Nettoexport Tschechien [MWh];Nettoexport Luxemburg [MWh];Nettoexport Schweden [MWh];Nettoexport Österreich [MWh];Nettoexport Frankreich [MWh];Nettoexport Polen [MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
15.05.15;12:00;0;2543;838;863;1152;0;610;250;1932;1580;2.543;0;0;838;275;588;1.080;72;0;0;0;610;250;0;0;1.932;1.580;0
15.05.15;13:00;0;2921;470;918;1213;0;610;803;1698;1533;2.921;0;0;470;330;588;1.096;117;0;0;0;610;803;0;0;1.698;1.533;0
15.05.15;14:00;0;2991;188;909;1163;0;610;1205;1449;1514;2.991;0;2;186;323;586;1.031;132;0;0;0;610;1.205;0;0;1.449;1.514;0
15.05.15;15:00;0;2864;215;789;1222;0;610;1215;1760;1505;2.864;0;0;215;292;497;1.127;95;0;0;0;610;1.215;0;0;1.760;1.505;0
15.05.15;16:00;0;2530;238;680;1146;0;611;1113;2077;1442;2.530;0;71;167;294;386;1.064;82;0;0;0;611;1.113;0;0;2.077;1.442;0
15.05.15;17:00;0;1901;677;870;955;0;610;361;2600;1240;1.901;0;0;677;288;582;868;87;0;0;0;610;361;0;0;2.600;1.240;0
15.05.15;18:00;0;1504;1212;781;615;0;610;299;2723;1121;1.504;0;0;1.212;111;670;460;155;0;0;0;610;0;299;0;2.723;1.121;0
15.05.15;19:00;0;1304;1527;792;535;0;611;526;3030;1018;1.304;0;0;1.527;111;681;381;154;0;0;0;611;0;526;0;3.030;1.018;0
15.05.15;20:00;0;997;1424;1234;845;0;533;386;3214;1217;997;0;0;1.424;4;1.230;748;97;0;0;0;533;0;386;0;3.214;1.217;0
15.05.15;21:00;0;1335;1419;1245;722;0;476;538;2850;1104;1.335;0;0;1.419;2;1.243;595;127;0;0;0;476;0;538;0;2.850;1.104;0
15.05.15;22:00;0;1912;1264;1235;566;0;368;544;1764;887;1.912;0;0;1.264;2;1.233;409;157;0;0;0;368;0;544;0;1.764;887;0
15.05.15;23:00;0;2371;1367;1004;331;0;366;473;1134;737;2.371;0;0;1.367;33;971;144;187;0;0;0;366;0;473;0;1.134;737;0
16.05.15;00:00;0;2046;1319;1025;470;0;406;192;1801;900;2.046;0;0;1.319;18;1.007;289;181;0;0;0;406;192;0;0;1.801;900;0
16.05.15;01:00;0;1728;1388;993;248;0;387;177;2021;650;1.728;0;0;1.388;22;971;36;212;0;0;0;387;177;0;0;2.021;650;0
16.05.15;02:00;0;1473;1059;1391;247;0;101;245;2174;602;1.473;0;0;1.059;0;1.391;2;245;0;0;0;101;245;0;0;2.174;602;0
16.05.15;03:00;0;1090;1028;862;286;0;67;403;2813;636;1.090;0;0;1.028;14;848;0;286;0;0;0;67;403;0;0;2.813;634;2
16.05.15;04:00;0;881;1071;868;283;0;315;615;3064;764;881;0;0;1.071;16;852;134;149;0;0;0;315;615;0;0;3.064;764;0
16.05.15;05:00;0;921;1172;883;326;0;219;548;3239;728;921;0;0;1.172;12;871;152;174;0;0;0;219;548;0;0;3.239;728;0
16.05.15;06:00;0;889;1282;699;337;0;344;542;3275;825;889;0;0;1.282;50;649;199;138;0;0;0;344;542;0;0;3.275;825;0
16.05.15;07:00;0;803;1446;818;254;0;27;631;3088;934;803;0;0;1.446;363;455;192;62;0;0;0;27;631;0;0;3.088;934;0
16.05.15;08:00;0;1605;1469;476;87;0;2;602;1932;929;1.605;0;0;1.469;405;71;76;11;0;0;2;0;602;0;0;1.932;929;0
16.05.15;09:00;0;1917;1615;845;174;0;2;773;1284;910;1.917;0;0;1.615;845;0;120;54;0;0;2;0;773;0;0;1.284;910;0
16.05.15;10:00;0;2204;1672;1350;225;0;274;1125;710;984;2.204;0;0;1.672;1.350;0;202;23;0;0;274;0;1.125;0;0;710;984;0
16.05.15;11:00;0;2431;1196;1467;229;0;224;1473;29;988;2.431;0;0;1.196;1.467;0;228;1;0;0;224;0;1.473;0;0;29;988;0
16.05.15;12:00;0;2881;828;1769;203;0;126;1803;693;910;2.881;0;0;828;1.769;0;187;16;0;0;126;0;1.803;0;693;0;910;0
16.05.15;13:00;0;2906;911;1630;225;0;76;2047;763;1003;2.906;0;0;911;1.630;0;208;17;0;0;76;0;2.047;0;763;0;1.003;0
16.05.15;14:00;0;2350;1224;1662;302;0;76;1846;233;1078;2.350;0;0;1.224;1.662;0;302;0;0;0;76;0;1.846;0;233;0;1.078;0
16.05.15;15:00;0;1919;1305;1764;327;0;76;1695;360;1115;1.919;0;0;1.305;1.764;0;327;0;0;0;76;0;1.695;0;0;360;1.115;0
16.05.15;16:00;0;1740;1458;1695;408;0;76;1440;751;1072;1.740;0;0;1.458;1.695;0;408;0;0;0;76;0;1.440;0;0;751;1.072;0
16.05.15;17:00;0;1607;1335;1351;196;0;2;914;1233;1064;1.607;0;0;1.335;1.351;0;176;20;0;0;2;0;914;0;0;1.233;1.064;0
16.05.15;18:00;0;1462;1352;717;413;0;2;512;1578;1163;1.462;0;0;1.352;491;226;284;129;0;0;2;0;512;0;0;1.578;1.163;0
16.05.15;19:00;0;1789;1129;658;486;0;2;69;1458;1177;1.789;0;0;1.129;59;599;223;263;0;0;2;0;66;3;0;1.458;1.177;0
16.05.15;20:00;0;1896;880;695;778;0;2;72;1596;1308;1.896;0;0;880;90;605;489;289;0;0;2;0;61;11;0;1.596;1.308;0
16.05.15;21:00;0;1899;1042;717;803;0;2;18;1489;1229;1.899;0;0;1.042;72;645;496;307;0;0;2;0;4;14;0;1.489;1.229;0
16.05.15;22:00;0;2365;691;724;706;0;2;45;395;978;2.365;0;0;691;72;652;309;397;0;0;2;0;6;39;0;395;978;0
16.05.15;23:00;0;2906;617;726;837;0;2;409;149;1014;2.906;0;0;617;86;640;437;400;0;0;2;0;409;0;149;0;1.014;0
17.05.15;00:00;0;2833;800;520;962;0;1;693;261;984;2.833;0;0;800;83;437;605;357;0;0;1;0;693;0;261;0;984;0
17.05.15;01:00;0;2999;542;724;839;0;2;987;332;838;2.999;0;0;542;83;641;470;369;0;0;2;0;987;0;332;0;838;0
17.05.15;02:00;0;3016;388;756;773;0;2;1062;219;747;3.016;0;0;388;83;673;406;367;0;0;2;0;1.062;0;219;0;747;0
17.05.15;03:00;0;2938;578;732;677;0;2;934;175;706;2.938;0;0;578;86;646;325;352;0;0;2;0;934;0;175;0;706;0
17.05.15;04:00;0;2773;918;721;529;0;2;735;134;596;2.773;0;0;918;96;625;222;307;0;0;2;0;735;0;0;134;596;0
17.05.15;05:00;0;2366;1335;891;328;0;1;482;326;437;2.366;0;0;1.335;793;98;25;303;0;0;1;0;482;0;0;326;437;0
17.05.15;06:00;0;2333;1557;1170;289;0;1;377;527;458;2.333;0;0;1.557;1.170;0;8;281;0;0;1;0;377;0;0;527;458;0
17.05.15;07:00;0;2532;1538;368;479;0;1;629;373;600;2.532;0;0;1.538;368;0;270;209;0;0;1;0;629;0;0;373;600;0
17.05.15;08:00;0;2991;1520;927;804;0;1;567;5;772;2.991;0;0;1.520;927;0;620;184;0;0;1;0;567;0;5;0;772;0
17.05.15;09:00;0;3196;1294;1046;1109;0;1;981;493;1066;3.196;0;0;1.294;1.046;0;938;171;0;0;1;0;981;0;493;0;1.066;0
17.05.15;10:00;0;3169;1102;1258;1052;0;1;1127;896;1157;3.169;0;0;1.102;1.258;0;947;105;0;0;1;0;1.127;0;896;0;1.157;0
17.05.15;11:00;0;2968;769;1718;956;0;60;1375;978;1080;2.968;0;0;769;1.718;0;914;42;0;0;60;0;1.375;0;978;0;1.080;0
17.05.15;12:00;0;2739;610;1925;1041;0;61;1554;1039;1146;2.739;0;0;610;1.925;0;1.040;1;0;0;61;0;1.554;0;1.039;0;1.146;0
17.05.15;13:00;0;2926;851;1355;964;0;76;1708;1093;1076;2.926;0;0;851;1.355;0;964;0;0;0;76;0;1.708;0;1.093;0;1.076;0
17.05.15;14:00;0;2682;910;2067;948;0;76;2230;769;1034;2.682;0;0;910;2.067;0;948;0;0;0;76;0;2.230;0;769;0;1.034;0
17.05.15;15:00;0;2644;655;2072;959;0;76;2281;610;1024;2.644;0;0;655;2.072;0;959;0;0;0;76;0;2.281;0;610;0;1.024;0
17.05.15;16:00;0;2527;776;1873;983;0;75;2035;288;1060;2.527;0;0;776;1.873;0;983;0;0;0;75;0;2.035;0;288;0;1.060;0
17.05.15;17:00;0;2590;771;1900;624;0;75;1456;137;950;2.590;0;0;771;1.900;0;616;8;0;0;75;0;1.456;0;137;0;950;0
17.05.15;18:00;0;2297;1637;1218;901;0;2;649;776;960;2.297;0;0;1.637;1.131;87;837;64;0;0;2;0;649;0;0;776;960;0
17.05.15;19:00;0;1773;2197;609;786;0;3;57;1658;1001;1.773;0;0;2.197;92;517;785;1;0;0;3;0;30;27;0;1.658;1.001;0
17.05.15;20:00;0;1359;2380;738;656;0;2;404;2260;974;1.359;0;0;2.380;75;663;654;2;0;0;2;0;0;404;0;2.260;974;0
17.05.15;21:00;0;1307;2503;773;536;0;2;844;2507;907;1.307;0;0;2.503;90;683;508;28;0;0;2;0;0;844;0;2.507;907;0
17.05.15;22:00;0;1476;2568;748;468;0;2;950;2301;604;1.476;0;0;2.568;88;660;329;139;0;0;2;0;0;950;0;2.301;602;2
17.05.15;23:00;0;2028;2209;724;426;0;2;539;1538;605;2.028;0;0;2.209;89;635;195;231;0;0;2;0;0;539;0;1.538;569;36
18.05.15;00:00;0;1754;1744;498;356;0;2;88;1812;616;1.754;0;0;1.744;67;431;123;233;0;0;2;0;0;88;0;1.812;615;1
18.05.15;01:00;0;1696;1560;505;530;0;67;345;1890;718;1.696;0;0;1.560;68;437;357;173;0;0;0;67;345;0;0;1.890;718;0
18.05.15;02:00;0;1623;1383;402;436;0;2;424;2015;643;1.623;0;0;1.383;64;338;213;223;0;0;2;0;424;0;0;2.015;642;1
18.05.15;03:00;0;1283;1590;304;339;0;2;383;2655;595;1.283;0;0;1.590;226;78;124;215;0;0;2;0;383;0;0;2.655;586;9
18.05.15;04:00;0;1299;1609;666;583;0;2;265;2806;630;1.299;0;0;1.609;660;6;116;467;0;0;2;0;265;0;0;2.806;574;56
18.05.15;05:00;0;1387;1283;380;462;0;2;249;2694;658;1.387;0;0;1.283;42;338;88;374;0;0;2;0;249;0;0;2.694;650;8
18.05.15;06:00;0;1022;1587;1179;436;0;360;177;2829;789;1.022;0;0;1.587;2;1.177;98;338;0;0;0;360;0;177;0;2.829;789;0
18.05.15;07:00;0;1470;1363;685;629;0;587;265;1973;608;1.470;0;0;1.363;71;614;268;361;0;0;0;587;0;265;0;1.973;602;6
18.05.15;08:00;0;1783;1203;267;781;0;609;93;1269;825;1.783;0;0;1.203;79;188;401;380;0;0;0;609;68;25;0;1.269;825;0
18.05.15;09:00;0;1516;930;258;607;0;152;615;821;920;1.516;0;0;930;191;67;407;200;0;0;0;152;615;0;0;821;920;0
18.05.15;10:00;0;2228;636;215;575;0;3;884;547;899;2.228;0;0;636;121;94;366;209;0;0;3;0;884;0;0;547;899;0
18.05.15;11:00;0;2582;180;244;518;0;3;1308;12;997;2.582;0;2;178;99;145;308;210;0;0;3;0;1.308;0;0;12;997;0
18.05.15;12:00;0;2706;350;529;360;0;2;1850;449;1192;2.706;0;251;99;445;84;230;130;0;0;2;0;1.850;0;449;0;1.192;0
18.05.15;13:00;0;2922;426;156;366;0;2;2119;333;1261;2.922;0;363;63;97;59;191;175;0;0;2;0;2.119;0;333;0;1.261;0
18.05.15;14:00;0;2834;376;254;776;0;2;2088;173;1260;2.834;0;346;30;73;181;600;176;0;0;2;0;2.088;0;173;0;1.260;0
18.05.15;15:00;0;2537;142;520;651;0;72;1951;315;1180;2.537;0;40;102;500;20;510;141;0;0;0;72;1.951;0;0;315;1.180;0
18.05.15;16:00;0;2231;241;434;751;0;389;1422;862;1149;2.231;0;0;241;414;20;623;128;0;0;0;389;1.422;0;0;862;1.149;0
18.05.15;17:00;0;1709;498;281;569;0;459;784;1581;1025;1.709;0;0;498;272;9;402;167;0;0;0;459;784;0;0;1.581;1.025;0
18.05.15;18:00;0;1339;892;550;354;0;562;298;2215;880;1.339;0;0;892;76;474;5;349;0;0;0;562;35;263;0;2.215;880;0
18.05.15;19:00;0;1490;1217;551;538;0;610;804;2693;989;1.490;0;0;1.217;71;480;191;347;0;0;0;610;0;804;0;2.693;989;0
18.05.15;20:00;0;1498;1273;854;861;0;610;755;3146;1258;1.498;0;0;1.273;83;771;600;261;0;0;0;610;0;755;0;3.146;1.258;0
18.05.15;21:00;0;1637;1371;832;778;0;558;618;2906;1216;1.637;0;0;1.371;84;748;510;268;0;0;0;558;0;618;0;2.906;1.216;0
18.05.15;22:00;0;2239;816;779;974;0;459;104;1609;1180;2.239;0;0;816;53;726;623;351;0;0;0;459;0;104;0;1.609;1.180;0
18.05.15;23:00;0;2390;601;752;819;0;327;122;979;1082;2.390;0;0;601;65;687;402;417;0;0;0;327;122;0;0;979;1.082;0
19.05.15;00:00;0;2159;594;297;684;0;26;592;1750;1116;2.159;0;0;594;79;218;278;406;0;0;0;26;592;0;0;1.750;1.116;0
19.05.15;01:00;0;1857;548;684;479;0;1;792;2163;1093;1.857;0;0;548;58;626;228;251;0;0;1;0;792;0;0;2.163;1.093;0
19.05.15;02:00;0;1953;577;683;470;0;1;1035;1782;1084;1.953;0;0;577;53;630;199;271;0;0;1;0;1.035;0;0;1.782;1.084;0
19.05.15;03:00;0;1689;1000;304;360;0;1;779;2332;1009;1.689;0;0;1.000;80;224;103;257;0;0;1;0;779;0;0;2.332;1.009;0
19.05.15;04:00;0;1523;1161;664;336;0;93;758;2484;974;1.523;0;0;1.161;94;570;130;206;0;0;0;93;758;0;0;2.484;974;0
19.05.15;05:00;0;1390;1067;582;710;0;273;742;2618;1119;1.390;0;0;1.067;89;493;430;280;0;0;0;273;742;0;0;2.618;1.119;0
19.05.15;06:00;0;1679;855;784;956;0;416;389;2323;1243;1.679;0;0;855;81;703;652;304;0;0;0;416;389;0;0;2.323;1.243;0
19.05.15;07:00;0;2020;773;791;862;0;562;352;1269;1219;2.020;0;0;773;105;686;509;353;0;0;0;562;0;352;0;1.269;1.219;0
19.05.15;08:00;0;2564;595;788;1205;0;566;276;716;1350;2.564;0;0;595;121;667;821;384;0;0;0;566;0;276;0;716;1.350;0
19.05.15;09:00;0;2978;421;718;1501;0;487;226;372;1508;2.978;0;0;421;149;569;1.036;465;0;0;0;487;0;226;0;372;1.508;0
19.05.15;10:00;0;2989;217;566;1573;0;312;487;0;1414;2.989;0;43;174;112;454;1.089;484;0;0;0;312;487;0;0;0;1.414;0
19.05.15;11:00;0;3211;345;740;1689;0;238;1042;487;1473;3.211;0;305;40;122;618;1.224;465;0;0;0;238;1.042;0;487;0;1.473;0
19.05.15;12:00;0;3132;409;758;1739;0;11;1442;436;1490;3.132;0;335;74;83;675;1.357;382;0;0;0;11;1.442;0;436;0;1.490;0
19.05.15;13:00;0;2974;372;554;1742;0;2;1478;201;1469;2.974;0;267;105;83;471;1.318;424;0;0;2;0;1.478;0;0;201;1.469;0
19.05.15;14:00;0;2608;393;322;1606;0;2;1358;534;1412;2.608;0;283;110;306;16;1.176;430;0;0;2;0;1.358;0;0;534;1.412;0
19.05.15;15:00;0;2214;471;545;1450;0;2;1076;935;1383;2.214;0;364;107;545;0;1.066;384;0;0;2;0;1.076;0;0;935;1.383;0
19.05.15;16:00;0;1940;398;167;1565;0;2;936;1381;1527;1.940;0;287;111;128;39;1.194;371;0;0;2;0;936;0;0;1.381;1.527;0
19.05.15;17:00;0;1764;235;650;1349;0;85;390;1749;1431;1.764;0;0;235;46;604;974;375;0;0;0;85;390;0;0;1.749;1.431;0
19.05.15;18:00;0;2176;584;781;1023;0;371;91;1351;1281;2.176;0;0;584;90;691;649;374;0;0;0;371;48;43;0;1.351;1.281;0
19.05.15;19:00;0;1899;1156;781;614;0;536;671;1606;1225;1.899;0;0;1.156;93;688;223;391;0;0;0;536;0;671;0;1.606;1.225;0
19.05.15;20:00;0;1603;1542;758;497;0;577;656;2334;1194;1.603;0;0;1.542;82;676;188;309;0;0;0;577;0;656;0;2.334;1.194;0
19.05.15;21:00;0;1657;1728;797;361;0;500;736;2435;1097;1.657;0;0;1.728;60;737;21;340;0;0;0;500;0;736;0;2.435;1.097;0
19.05.15;22:00;0;2301;1337;747;567;0;394;744;1106;964;2.301;0;0;1.337;66;681;1;566;0;0;0;394;0;744;0;1.106;964;0
19.05.15;23:00;0;2754;898;697;464;0;257;141;601;882;2.754;0;0;898;73;624;4;460;0;0;0;257;0;141;0;601;882;0
20.05.15;00:00;0;2528;982;752;740;0;252;25;1273;705;2.528;0;0;982;62;690;0;740;0;0;0;252;25;0;0;1.273;705;0
20.05.15;01:00;0;2167;1029;767;596;0;221;78;1793;729;2.167;0;0;1.029;66;701;0;596;0;0;0;221;78;0;0;1.793;729;0
20.05.15;02:00;0;2106;1061;639;794;0;210;60;1828;649;2.106;0;0;1.061;58;581;0;794;0;0;0;210;58;2;0;1.828;649;0
20.05.15;03:00;0;1744;1283;490;960;0;9;26;2472;639;1.744;0;0;1.283;46;444;0;960;0;0;0;9;26;0;0;2.472;639;0
20.05.15;04:00;0;1618;1479;349;897;0;2;97;2799;640;1.618;0;0;1.479;46;303;0;897;0;0;2;0;0;97;0;2.799;640;0
20.05.15;05:00;0;1882;1256;531;654;0;314;232;2421;757;1.882;0;0;1.256;73;458;0;654;0;0;0;314;0;232;0;2.421;757;0
20.05.15;06:00;0;1882;1177;786;469;0;472;413;1465;804;1.882;0;0;1.177;76;710;0;469;0;0;0;472;0;413;0;1.465;804;0
20.05.15;07:00;0;2418;1120;338;552;0;256;941;508;737;2.418;0;0;1.120;87;251;0;552;0;0;0;256;0;941;0;508;737;0
20.05.15;08:00;0;2705;901;562;526;0;575;994;128;730;2.705;0;0;901;398;164;6;520;0;0;0;575;0;994;128;0;730;0
20.05.15;09:00;0;3026;647;700;657;0;610;490;562;878;3.026;0;0;647;499;201;0;657;0;0;0;610;0;490;562;0;878;0
20.05.15;10:00;0;2689;643;603;647;0;610;387;500;894;2.689;0;0;643;406;197;0;647;0;0;0;610;0;387;500;0;894;0
20.05.15;11:00;0;2124;402;553;739;0;610;326;919;944;2.124;0;0;402;356;197;0;739;0;0;0;610;0;326;919;0;944;0
20.05.15;12:00;0;1986;393;533;938;0;610;126;1049;1011;1.986;0;0;393;341;192;0;938;0;0;0;610;0;126;1.049;0;1.011;0
20.05.15;13:00;0;2221;446;395;896;0;610;40;380;963;2.221;0;0;446;227;168;0;896;0;0;0;610;25;15;380;0;963;0
20.05.15;14:00;0;2545;400;619;740;0;610;228;16;998;2.545;0;0;400;103;516;412;328;0;0;0;610;228;0;0;16;998;0
20.05.15;15:00;0;2378;427;352;773;0;351;526;385;1052;2.378;0;0;427;87;265;456;317;0;0;0;351;526;0;0;385;1.052;0
20.05.15;16:00;0;2292;464;315;705;0;509;370;794;964;2.292;0;0;464;123;192;373;332;0;0;0;509;370;0;0;794;964;0
20.05.15;17:00;0;2134;628;1082;598;0;390;234;995;920;2.134;0;0;628;26;1.056;283;315;0;0;0;390;234;0;0;995;920;0
20.05.15;18:00;0;2000;915;983;429;0;342;289;653;837;2.000;0;0;915;2;981;6;423;0;0;0;342;0;289;0;653;837;0
20.05.15;19:00;0;2091;1075;1007;593;0;498;647;535;740;2.091;0;0;1.075;5;1.002;0;593;0;0;0;498;0;647;0;535;740;0
20.05.15;20:00;0;1751;1159;965;583;0;602;661;1033;837;1.751;0;0;1.159;1;964;0;583;0;0;0;602;0;661;0;1.033;837;0
20.05.15;21:00;0;1787;1014;1060;648;0;604;641;977;808;1.787;0;0;1.014;0;1.060;0;648;0;0;0;604;0;641;0;977;808;0
20.05.15;22:00;0;2467;652;1136;1109;0;476;832;112;616;2.467;0;0;652;0;1.136;0;1.109;0;0;0;476;0;832;112;0;614;2
20.05.15;23:00;0;2954;307;1204;1193;0;340;384;697;588;2.954;0;0;307;1;1.203;0;1.193;0;0;0;340;0;384;697;0;565;23
21.05.15;00:00;0;3106;746;791;1396;0;376;416;379;421;3.106;0;0;746;73;718;0;1.396;0;0;0;376;0;416;0;379;408;13
21.05.15;01:00;0;2992;663;783;1150;0;310;309;814;486;2.992;0;0;663;78;705;0;1.150;0;0;0;310;0;309;0;814;485;1
21.05.15;02:00;0;3029;838;773;1526;0;289;450;1072;383;3.029;0;0;838;74;699;0;1.526;0;0;0;289;0;450;0;1.072;347;36
21.05.15;03:00;0;2809;1055;700;1660;0;289;590;1464;371;2.809;0;0;1.055;72;628;0;1.660;0;0;0;289;0;590;0;1.464;327;44
21.05.15;04:00;0;2756;1019;777;1625;0;310;622;1809;359;2.756;0;0;1.019;69;708;0;1.625;0;0;0;310;0;622;0;1.809;341;18
21.05.15;05:00;0;2628;933;780;1236;0;385;500;1472;458;2.628;0;0;933;71;709;0;1.236;0;0;0;385;0;500;0;1.472;456;2
21.05.15;06:00;0;2414;1097;785;894;0;504;452;1064;567;2.414;0;0;1.097;61;724;0;894;0;0;0;504;0;452;0;1.064;567;0
21.05.15;07:00;0;2885;1108;202;1039;0;320;1052;337;444;2.885;0;0;1.108;74;128;0;1.039;0;0;0;320;0;1.052;0;337;427;17
21.05.15;08:00;0;3336;803;168;763;0;21;703;97;712;3.336;0;0;803;64;104;0;763;0;0;0;21;0;703;97;0;712;0
21.05.15;09:00;0;3903;311;178;550;0;2;321;631;920;3.903;0;0;311;78;100;4;546;0;0;2;0;0;321;631;0;920;0
21.05.15;10:00;0;3806;175;274;697;0;2;115;777;944;3.806;0;50;125;176;98;0;697;0;0;2;0;24;91;777;0;944;0
21.05.15;11:00;0;3719;200;345;1081;0;2;420;837;1007;3.719;0;197;3;104;241;0;1.081;0;0;2;0;420;0;837;0;1.007;0
21.05.15;12:00;0;3735;211;385;903;0;2;477;697;1118;3.735;0;25;186;106;279;0;903;0;0;2;0;477;0;697;0;1.118;0
21.05.15;13:00;0;3692;306;336;969;0;2;334;227;1078;3.692;0;31;275;106;230;0;969;0;0;2;0;334;0;227;0;1.078;0
21.05.15;14:00;0;3855;128;470;1115;0;123;360;245;1098;3.855;0;0;128;115;355;0;1.115;0;0;0;123;360;0;245;0;1.098;0
21.05.15;15:00;0;3950;156;735;1097;0;159;582;90;1128;3.950;0;0;156;124;611;0;1.097;0;0;0;159;582;0;0;90;1.128;0
21.05.15;16:00;0;3888;466;843;487;0;284;272;589;1093;3.888;0;0;466;125;718;170;317;0;0;0;284;272;0;0;589;1.093;0
21.05.15;17:00;0;3788;631;925;484;0;386;97;811;1085;3.788;0;0;631;108;817;170;314;0;0;0;386;35;62;0;811;1.085;0
21.05.15;18:00;0;3444;908;1248;572;0;341;712;673;866;3.444;0;0;908;10;1.238;0;572;0;0;0;341;0;712;0;673;866;0
21.05.15;19:00;0;2817;1592;1248;1076;0;507;1265;1245;574;2.817;0;0;1.592;1;1.247;0;1.076;0;0;0;507;0;1.265;0;1.245;574;0
21.05.15;20:00;0;2747;1895;1256;951;0;607;1082;1791;696;2.747;0;0;1.895;0;1.256;0;951;0;0;0;607;0;1.082;0;1.791;696;0
21.05.15;21:00;0;3006;1819;1730;1084;0;500;1169;1562;627;3.006;0;0;1.819;0;1.730;0;1.084;0;0;0;500;0;1.169;0;1.562;627;0
21.05.15;22:00;0;3511;1495;1743;1334;0;435;1066;458;500;3.511;0;0;1.495;0;1.743;0;1.334;0;0;0;435;0;1.066;0;458;500;0
21.05.15;23:00;0;3612;829;1731;1381;0;334;718;192;447;3.612;0;0;829;0;1.731;0;1.381;0;0;0;334;0;718;192;0;447;0
22.05.15;00:00;0;3409;732;1574;1597;0;270;603;409;396;3.409;0;0;732;0;1.574;0;1.597;0;0;0;270;0;603;0;409;396;0
22.05.15;01:00;0;3088;1027;1003;1490;0;410;605;1050;438;3.088;0;0;1.027;23;980;0;1.490;0;0;0;410;0;605;0;1.050;438;0
22.05.15;02:00;0;3215;1092;990;1894;0;394;780;1675;249;3.215;0;0;1.092;22;968;0;1.894;0;0;0;394;0;780;0;1.675;243;6
22.05.15;03:00;0;2782;1074;974;2048;0;394;917;2286;185;2.782;0;0;1.074;18;956;0;2.048;0;0;0;394;0;917;0;2.286;182;3
22.05.15;04:00;0;2564;1434;967;2062;0;412;965;2876;193;2.564;0;0;1.434;18;949;0;2.062;0;0;0;412;0;965;0;2.876;186;7
22.05.15;05:00;0;2830;1414;986;1883;0;478;802;2502;232;2.830;0;0;1.414;13;973;0;1.883;0;0;0;478;0;802;0;2.502;221;11
22.05.15;06:00;0;2765;1243;1682;1480;0;371;963;1932;423;2.765;0;0;1.243;0;1.682;0;1.480;0;0;0;371;0;963;0;1.932;423;0
22.05.15;07:00;0;3352;1328;839;1362;0;544;1430;1185;495;3.352;0;0;1.328;35;804;0;1.362;0;0;0;544;0;1.430;0;1.185;495;0
22.05.15;08:00;0;3758;1155;841;1162;0;453;786;806;691;3.758;0;0;1.155;45;796;0;1.162;0;0;0;453;0;786;0;806;691;0
22.05.15;09:00;0;3926;688;832;922;0;491;153;113;841;3.926;0;0;688;72;760;0;922;0;0;0;491;87;66;113;0;841;0
22.05.15;10:00;0;3450;303;835;730;0;522;877;670;974;3.450;0;20;283;87;748;0;730;0;0;0;522;877;0;670;0;974;0
22.05.15;11:00;0;3550;183;902;644;0;608;1119;818;1012;3.550;0;17;166;107;795;0;644;0;0;0;608;1.119;0;818;0;1.012;0
22.05.15;12:00;0;3259;91;715;440;0;610;1275;1020;1167;3.259;0;87;4;133;582;0;440;0;0;0;610;1.275;0;1.020;0;1.167;0
22.05.15;13:00;0;3027;44;710;458;0;572;1154;507;1140;3.027;0;11;33;119;591;0;458;0;0;0;572;1.154;0;507;0;1.140;0
22.05.15;14:00;0;2965;126;684;413;0;560;1032;158;1094;2.965;0;79;47;112;572;0;413;0;0;0;560;1.032;0;158;0;1.094;0
22.05.15;15:00;0;3167;361;677;430;0;560;809;801;1036;3.167;0;0;361;105;572;0;430;0;0;0;560;809;0;0;801;1.036;0
22.05.15;16:00;0;3349;613;849;550;0;587;606;961;963;3.349;0;0;613;95;754;0;550;0;0;0;587;606;0;0;961;963;0
22.05.15;17:00;0;3543;1174;1237;640;0;465;172;1662;917;3.543;0;0;1.174;3;1.234;0;640;0;0;0;465;97;75;0;1.662;917;0
22.05.15;18:00;0;3369;1550;1243;992;0;531;721;2019;733;3.369;0;0;1.550;0;1.243;0;992;0;0;0;531;0;721;0;2.019;733;0
22.05.15;19:00;0;3255;1915;1238;1263;0;585;1286;2407;544;3.255;0;0;1.915;0;1.238;0;1.263;0;0;0;585;0;1.286;0;2.407;544;0
22.05.15;20:00;0;2986;1936;1240;1150;0;548;1259;2807;677;2.986;0;0;1.936;0;1.240;0;1.150;0;0;0;548;0;1.259;0;2.807;677;0
22.05.15;21:00;0;3028;1601;1249;1230;0;484;1323;2273;580;3.028;0;0;1.601;0;1.249;0;1.230;0;0;0;484;0;1.323;0;2.273;580;0
22.05.15;22:00;0;3428;1569;1241;1623;0;341;1417;1566;265;3.428;0;0;1.569;1;1.240;0;1.623;0;0;0;341;0;1.417;0;1.566;265;0
