Datum;Uhrzeit;Physikalischer Nettoexport[MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
11.06.2019;18:00;-5.129;826;-297;0;-1.777;43;-329;74;-278;579;-0;0;-423;147;-920;0;-3.404;630;-0
11.06.2019;19:00;-5.895;934;-441;0;-2.181;17;-466;14;-389;581;-0;0;-445;244;-1.158;0;-3.392;787;-0
11.06.2019;20:00;-5.368;949;-691;0;-1.997;6;-508;119;-304;542;-0;0;-446;343;-1.098;0;-3.458;1.175;-0
11.06.2019;21:00;-5.375;971;-783;0;-1.682;0;-773;200;-375;516;-0;0;-446;115;-965;0;-3.534;1.381;-0
11.06.2019;22:00;-5.339;1.421;-638;0;-1.960;0;-985;132;-644;506;-0;0;-446;7;-1.036;0;-2.995;1.299;-0
11.06.2019;23:00;-4.145;1.357;-509;0;-1.075;0;-1.132;217;-782;468;-0;0;-446;140;-617;0;-3.123;1.357;-0
12.06.2019;00:00;-2.819;1.678;-413;49;-150;0;-1.170;129;-1.096;440;-0;0;-446;413;-420;0;-2.914;1.081;-0
12.06.2019;01:00;-4.173;969;-643;216;-185;0;-802;0;-1.204;425;-0;0;-446;406;-482;0;-3.268;841;-0
12.06.2019;02:00;-6.232;323;-706;36;-144;0;-856;0;-1.493;418;-0;0;-445;312;-657;0;-3.677;657;-0
12.06.2019;03:00;-7.281;41;-741;0;-358;0;-993;0;-1.618;421;-0;0;-446;433;-651;0;-3.870;501;-0
12.06.2019;04:00;-7.962;0;-1.057;0;-430;0;-1.086;0;-1.616;438;-0;0;-446;313;-681;0;-3.756;359;-0
12.06.2019;05:00;-7.555;2;-1.020;0;-638;0;-1.132;0;-1.281;460;-0;0;-446;270;-526;0;-3.913;669;-0
12.06.2019;06:00;-7.373;0;-1.483;0;-1.364;1;-711;1;-717;485;-0;0;-446;231;-590;0;-3.950;1.170;-0
12.06.2019;07:00;-6.237;0;-1.219;0;-1.497;13;-288;63;-574;555;-0;0;-419;400;-871;0;-3.730;1.330;-0
12.06.2019;08:00;-5.178;359;-1.087;0;-1.730;23;-298;261;-353;596;-0;0;-404;590;-662;0;-3.708;1.235;-0
12.06.2019;09:00;-2.956;1.102;-908;0;-1.464;17;-430;507;-145;600;-0;0;-434;760;-350;0;-3.432;1.221;-0
12.06.2019;10:00;-2.129;1.698;-763;0;-1.465;14;-458;552;-126;625;-0;0;-414;867;-280;0;-3.590;1.211;-0
12.06.2019;11:00;-1.765;1.978;-771;0;-1.363;61;-658;533;-131;599;-0;0;-430;718;-74;0;-3.364;1.137;-0
12.06.2019;12:00;-2.216;2.060;-748;0;-1.766;0;-1.238;866;-20;551;-0;0;-445;753;-38;0;-3.119;928;-0
12.06.2019;13:00;-1.464;2.107;-757;0;-1.226;0;-1.206;1.092;-2;523;-0;0;-445;1.116;-0;0;-3.619;953;-0
12.06.2019;14:00;652;2.525;-747;0;-741;0;-1.156;1.215;-0;531;-0;0;-445;1.767;-0;0;-3.169;872;-0
12.06.2019;15:00;-24;2.362;-806;0;-768;11;-853;1.163;-0;539;-0;0;-445;1.523;-0;0;-3.540;790;-0
12.06.2019;16:00;-656;2.228;-785;0;-1.198;2;-881;1.252;-2;529;-0;0;-446;1.201;-0;0;-3.485;929;-0
12.06.2019;17:00;-943;2.218;-664;0;-1.555;0;-706;985;-13;530;-0;0;-446;954;-0;0;-3.526;1.280;-0
12.06.2019;18:00;-1.596;1.763;-769;0;-1.556;0;-485;841;-83;545;-0;0;-446;538;-45;0;-3.361;1.462;-0
12.06.2019;19:00;-2.116;1.658;-728;0;-1.780;1;-538;865;-137;544;-0;0;-446;446;-112;0;-3.371;1.482;-0
12.06.2019;20:00;-2.840;1.311;-700;0;-1.452;2;-671;846;-95;529;-0;0;-446;729;-190;0;-3.824;1.121;-0
12.06.2019;21:00;-3.307;920;-537;0;-1.238;0;-911;832;-76;509;-0;0;-446;771;-158;0;-3.967;994;-0
12.06.2019;22:00;-2.191;1.468;-127;0;-1.073;0;-956;654;-215;519;-0;0;-445;439;-91;0;-3.656;1.292;-0
12.06.2019;23:00;-535;1.711;-0;195;-263;0;-1.130;569;-456;463;-0;0;-445;695;-58;0;-3.118;1.302;-0
13.06.2019;00:00;-1.862;939;-0;327;-132;0;-926;301;-668;390;-0;0;-445;806;-108;0;-3.607;1.261;-0
13.06.2019;01:00;-3.434;954;-0;374;-206;0;-1.106;56;-815;366;-0;0;-446;745;-229;0;-4.219;1.092;-0
13.06.2019;02:00;-3.396;740;-139;580;-290;0;-1.050;49;-774;367;-0;0;-446;876;-175;0;-4.252;1.118;-0
13.06.2019;03:00;-3.843;521;-777;818;-238;0;-907;45;-780;360;-0;0;-445;776;-172;0;-4.198;1.154;-0
13.06.2019;04:00;-4.796;261;-1.132;620;-255;0;-1.011;11;-821;375;-0;0;-445;1.001;-199;0;-4.259;1.058;-0
13.06.2019;05:00;-3.873;61;-1.178;860;-164;0;-953;68;-794;408;-0;0;-446;1.080;-159;0;-3.859;1.203;-0
13.06.2019;06:00;-3.592;0;-2.077;462;-246;7;-432;420;-444;451;-0;0;-253;920;-26;0;-3.832;1.458;-0
13.06.2019;07:00;-3.611;0;-2.394;18;-553;256;-352;754;-50;407;-0;0;-17;1.156;-91;0;-4.239;1.494;-0
13.06.2019;08:00;-2.035;0;-1.641;0;-893;315;-264;1.093;-1;543;-0;3;-0;1.415;-43;0;-4.087;1.525;-0
13.06.2019;09:00;1.415;219;-426;156;-369;355;-240;1.506;-0;537;-0;3;-0;1.756;-0;0;-3.485;1.403;-0
13.06.2019;10:00;3.816;863;-548;605;-93;657;-53;1.576;-0;533;-0;3;-0;2.217;-0;0;-3.349;1.405;-0
13.06.2019;11:00;5.248;1.145;-693;864;-19;1.086;-0;1.691;-0;550;-0;3;-0;2.508;-0;0;-3.319;1.432;-0
13.06.2019;12:00;6.589;1.375;-218;766;-0;1.147;-0;1.808;-0;543;-0;100;-0;2.729;-0;0;-3.031;1.370;-0
13.06.2019;13:00;5.537;1.256;-246;701;-0;1.038;-0;1.885;-0;527;-0;7;-0;2.533;-0;0;-3.474;1.310;-0
13.06.2019;14:00;5.276;1.165;-132;611;-0;928;-0;1.807;-0;500;-0;57;-0;2.490;-0;0;-3.370;1.220;-0
13.06.2019;15:00;2.536;1.084;-306;493;-138;55;-53;1.658;-0;488;-0;5;-0;2.114;-0;0;-3.970;1.106;-0
13.06.2019;16:00;1.219;618;-431;387;-224;259;-364;1.355;-0;516;-0;3;-0;2.016;-0;0;-4.068;1.152;-0
13.06.2019;17:00;419;136;-115;28;-397;111;-521;1.340;-0;537;-0;2;-0;1.980;-0;0;-3.926;1.244;-0
13.06.2019;18:00;-1.368;0;-482;0;-1.006;251;-136;848;-7;546;-0;2;-0;1.301;-78;0;-3.830;1.223;-0
13.06.2019;19:00;-3.540;0;-960;0;-1.440;194;-253;559;-234;554;-0;2;-0;997;-290;0;-3.889;1.220;-0
13.06.2019;20:00;-5.110;0;-1.302;0;-1.543;301;-327;516;-329;540;-0;0;-385;667;-378;0;-4.047;1.177;-0
13.06.2019;21:00;-3.845;0;-1.085;0;-1.350;317;-295;716;-121;517;-0;0;-310;609;-236;0;-4.039;1.432;-0
13.06.2019;22:00;-3.875;0;-680;0;-1.727;191;-297;694;-119;524;-0;0;-438;680;-190;0;-3.810;1.297;-0
13.06.2019;23:00;-2.578;0;-366;0;-642;6;-376;546;-305;489;-0;0;-446;716;-50;0;-3.373;1.223;-0
14.06.2019;00:00;-3.704;111;-249;69;-390;0;-1.134;367;-518;455;-0;0;-446;718;-48;0;-3.867;1.228;-0
14.06.2019;01:00;-3.874;142;-456;168;-263;0;-1.240;241;-430;436;-0;0;-446;740;-114;0;-3.946;1.294;-0
14.06.2019;02:00;-4.290;408;-312;35;-348;0;-1.236;93;-526;424;-0;0;-446;661;-172;0;-4.014;1.143;-0
14.06.2019;03:00;-5.091;438;-183;0;-441;0;-1.178;0;-728;408;-0;0;-446;653;-275;0;-4.203;864;-0
14.06.2019;04:00;-5.124;227;-119;0;-327;0;-1.074;0;-815;388;-0;0;-446;755;-307;0;-4.185;779;-0
14.06.2019;05:00;-5.119;1;-489;106;-310;0;-935;11;-610;398;-0;0;-446;610;-250;0;-4.157;952;-0
14.06.2019;06:00;-3.662;0;-678;0;-546;0;-730;288;-311;421;-0;0;-295;592;-48;0;-3.730;1.375;-0
14.06.2019;07:00;-1.933;114;-431;0;-922;41;-426;489;-206;487;-0;0;-23;607;-33;0;-3.101;1.471;-0
14.06.2019;08:00;-1.165;454;-353;0;-1.169;37;-424;603;-94;541;-0;3;-0;1.019;-12;0;-3.119;1.349;-0
14.06.2019;09:00;1.398;1.402;-153;0;-888;87;-421;684;-2;563;-0;3;-0;1.529;-0;0;-2.852;1.446;-0
14.06.2019;10:00;3.304;1.596;-9;7;-329;135;-421;1.029;-0;580;-0;3;-0;2.037;-0;0;-2.747;1.423;-0
14.06.2019;11:00;4.212;1.716;-0;172;-0;45;-527;1.061;-0;585;-0;3;-0;2.070;-0;0;-2.274;1.361;-0
14.06.2019;12:00;4.382;1.100;-10;517;-0;56;-754;1.591;-0;564;-0;0;-106;2.375;-0;0;-2.157;1.206;-0
14.06.2019;13:00;3.969;836;-182;672;-0;16;-723;1.508;-0;544;-0;0;-2;2.552;-0;0;-2.403;1.151;-0
14.06.2019;14:00;2.857;489;-213;634;-0;93;-805;1.436;-0;536;-0;0;-229;2.416;-0;0;-2.577;1.077;-0
14.06.2019;15:00;1.075;305;-208;303;-20;59;-778;1.363;-0;534;-0;0;-325;1.983;-0;0;-3.176;1.035;-0
14.06.2019;16:00;-1.509;0;-800;0;-575;29;-770;1.470;-0;536;-0;0;-373;1.682;-20;0;-3.931;1.243;-0
14.06.2019;17:00;-2.845;0;-701;0;-1.313;57;-743;1.192;-0;560;-0;0;-444;1.332;-255;0;-3.806;1.276;-0
14.06.2019;18:00;-3.820;79;-648;0;-1.424;18;-679;815;-5;573;-0;0;-446;928;-456;0;-3.767;1.192;-0
14.06.2019;19:00;-4.733;171;-660;0;-1.640;0;-726;523;-81;574;-0;0;-446;831;-606;0;-3.866;1.193;-0
14.06.2019;20:00;-4.321;501;-549;0;-1.554;0;-861;661;-45;550;-0;0;-446;739;-647;0;-4.023;1.353;-0
14.06.2019;21:00;-3.641;495;-410;0;-1.244;0;-1.031;768;-20;527;-0;0;-446;616;-410;0;-4.002;1.516;-0
14.06.2019;22:00;-1.977;1.276;-63;0;-1.226;0;-1.052;694;-50;523;-0;0;-446;610;-262;0;-3.513;1.532;-0
14.06.2019;23:00;-1.085;1.940;-0;0;-966;0;-1.026;535;-323;490;-0;0;-446;425;-83;0;-3.116;1.485;-0
15.06.2019;00:00;-1.329;2.343;-0;0;-880;0;-1.056;458;-388;458;-0;0;-446;554;-181;0;-3.666;1.475;-0
15.06.2019;01:00;-1.998;2.011;-0;0;-762;0;-1.068;361;-420;433;-0;0;-446;565;-238;0;-3.853;1.419;-0
15.06.2019;02:00;-1.908;2.260;-0;0;-448;0;-1.065;281;-555;425;-0;0;-446;472;-300;0;-3.765;1.233;-0
15.06.2019;03:00;-2.678;1.923;-0;0;-404;3;-972;188;-538;422;-0;0;-446;725;-308;0;-4.367;1.096;-0
15.06.2019;04:00;-3.145;1.723;-0;0;-513;0;-1.027;237;-430;411;-0;0;-446;803;-299;0;-4.647;1.043;-0
15.06.2019;05:00;-3.357;1.669;-0;66;-535;0;-1.056;218;-443;409;-0;0;-446;677;-304;0;-4.689;1.077;-0
15.06.2019;06:00;-2.908;1.630;-0;55;-495;0;-1.067;289;-431;387;-0;0;-446;735;-228;0;-4.649;1.312;-0
15.06.2019;07:00;-934;1.847;-0;12;-272;0;-983;657;-248;382;-0;0;-446;969;-35;0;-4.270;1.453;-0
15.06.2019;08:00;1.446;2.438;-0;33;-19;0;-1.008;822;-117;445;-0;0;-446;1.594;-0;0;-3.610;1.314;-0
15.06.2019;09:00;2.114;2.774;-0;6;-244;14;-999;932;-24;469;-0;0;-446;1.630;-0;0;-3.207;1.209;-0
15.06.2019;10:00;3.344;2.537;-0;27;-57;131;-733;1.177;-0;462;-0;0;-198;1.884;-0;0;-2.960;1.074;-0
15.06.2019;11:00;4.432;2.019;-0;313;-0;243;-448;1.319;-0;462;-0;0;-9;2.234;-0;0;-2.720;1.019;-0
15.06.2019;12:00;5.555;2.249;-0;507;-0;279;-432;1.622;-0;440;-0;2;-0;2.299;-0;0;-2.440;1.029;-0
15.06.2019;13:00;3.935;1.970;-0;223;-45;203;-892;2.028;-0;407;-0;0;-385;2.476;-0;0;-3.216;1.166;-0
15.06.2019;14:00;3.970;2.133;-0;399;-140;172;-1.004;2.116;-0;403;-0;0;-445;2.356;-0;0;-3.199;1.179;-0
15.06.2019;15:00;3.418;1.910;-0;443;-310;5;-1.008;2.217;-0;416;-0;0;-148;2.271;-0;0;-3.661;1.283;-0
15.06.2019;16:00;3.015;2.290;-0;446;-332;86;-451;1.637;-0;425;-0;0;-128;1.979;-0;0;-4.141;1.204;-0
15.06.2019;17:00;2.469;1.870;-0;525;-241;80;-444;1.608;-50;430;-0;0;-287;1.884;-0;0;-4.210;1.304;-0
15.06.2019;18:00;2.267;2.143;-0;422;-172;1;-961;1.733;-143;453;-0;0;-437;1.654;-0;0;-3.748;1.322;-0
15.06.2019;19:00;-329;1.894;-0;0;-757;0;-1.020;1.609;-213;454;-0;0;-446;986;-0;0;-4.002;1.166;-0
15.06.2019;20:00;-930;1.633;-0;0;-696;0;-1.045;1.375;-190;447;-0;0;-446;833;-11;0;-4.098;1.268;-0
15.06.2019;21:00;-1.065;1.426;-2;0;-532;0;-1.081;1.236;-189;436;-0;0;-446;831;-20;0;-4.197;1.473;-0
15.06.2019;22:00;-1.696;1.680;-31;0;-979;0;-1.051;930;-181;452;-0;0;-446;715;-121;0;-4.060;1.396;-0
15.06.2019;23:00;-1.939;1.983;-41;0;-952;0;-1.059;443;-213;434;-0;0;-446;565;-237;0;-3.612;1.196;-0
